dateTime,Device,Metric,Value,RAG,
28/01/2020 02:30,B4106,PM2.5,1.87,,
28/01/2020 03:00,A4114,PM2.5,1.13,,
28/01/2020 03:00,A428,PM2.5,14.79,,
28/01/2020 03:00,A4600,PM2.5,0.005,,
28/01/2020 03:00,B4098,PM2.5,0.2,,
28/01/2020 03:00,B4106,PM2.5,4.44,,
28/01/2020 03:30,A4114,PM2.5,3.22,,
28/01/2020 03:30,A428,PM2.5,13.335,,
28/01/2020 03:30,A4600,PM2.5,0,,
28/01/2020 03:30,B4098,PM2.5,0.34,,
28/01/2020 03:30,B4106,PM2.5,2.5,,
28/01/2020 04:00,A4114,PM2.5,10.61,,
28/01/2020 04:00,A428,PM2.5,18.440001,,
28/01/2020 04:00,A4600,PM2.5,0.01,,
28/01/2020 04:00,B4098,PM2.5,0.47,,
28/01/2020 04:00,B4106,PM2.5,5,,
28/01/2020 04:30,A4114,PM2.5,1.595,,
28/01/2020 04:30,A428,PM2.5,8.3,,
28/01/2020 04:30,A4600,PM2.5,0,,
28/01/2020 04:30,B4098,PM2.5,0.96,,
28/01/2020 04:30,B4106,PM2.5,3.06,,
28/01/2020 05:00,A4114,PM2.5,1.14,,
28/01/2020 05:00,A428,PM2.5,11.115,,
28/01/2020 05:00,A4600,PM2.5,0.005,,
28/01/2020 05:00,B4098,PM2.5,1.89,,
28/01/2020 05:00,B4106,PM2.5,3.04,,
28/01/2020 05:30,A4114,PM2.5,0.35,,
28/01/2020 05:30,A428,PM2.5,13.679999,,
28/01/2020 05:30,A4600,PM2.5,0.02,,
28/01/2020 05:30,B4098,PM2.5,0.3,,
28/01/2020 05:30,B4106,PM2.5,5.93,,
28/01/2020 06:00,A4114,PM2.5,7.135,,
28/01/2020 06:00,A428,PM2.5,13.71,,
28/01/2020 06:00,A4600,PM2.5,0.01,,
28/01/2020 06:00,B4098,PM2.5,4.04,,
28/01/2020 06:00,B4106,PM2.5,5.42,,
28/01/2020 06:30,A4114,PM2.5,3.36,,
28/01/2020 06:30,A428,PM2.5,6.545,,
28/01/2020 06:30,A4600,PM2.5,0.01,,
28/01/2020 06:30,B4098,PM2.5,1.33,,
28/01/2020 06:30,B4106,PM2.5,3.47,,
28/01/2020 07:00,A4114,PM2.5,7.65,,
28/01/2020 07:00,A428,PM2.5,7.47,,
28/01/2020 07:00,A4600,PM2.5,0.01,,
28/01/2020 07:00,B4098,PM2.5,0.37,,
28/01/2020 07:00,B4106,PM2.5,8.88,,
28/01/2020 07:30,A4114,PM2.5,13.28,,
28/01/2020 07:30,A428,PM2.5,7.02,,
28/01/2020 07:30,A4600,PM2.5,0.01,,
28/01/2020 07:30,B4098,PM2.5,3.665,,
28/01/2020 07:30,B4106,PM2.5,5.36,,
28/01/2020 08:00,A4114,PM2.5,8.33,,
28/01/2020 08:00,A428,PM2.5,11.469999,,
28/01/2020 08:00,A4600,PM2.5,0.015,,
28/01/2020 08:00,B4098,PM2.5,1.94,,
28/01/2020 08:00,B4106,PM2.5,7.99,,
28/01/2020 08:30,A4114,PM2.5,11.96,,
28/01/2020 08:30,A428,PM2.5,16.96,,
28/01/2020 08:30,A4600,PM2.5,0,,
28/01/2020 08:30,B4098,PM2.5,0.7,,
28/01/2020 08:30,B4106,PM2.5,4.82,,
28/01/2020 09:00,A4114,PM2.5,8.77,,
28/01/2020 09:00,A428,PM2.5,20.85,,
28/01/2020 09:00,A4600,PM2.5,0.04,,
28/01/2020 09:00,B4098,PM2.5,0.06,,
28/01/2020 09:00,B4106,PM2.5,6.525,,
28/01/2020 09:30,A4114,PM2.5,5.775,,
28/01/2020 09:30,A428,PM2.5,7.41,,
28/01/2020 09:30,A4600,PM2.5,0.01,,
28/01/2020 09:30,B4098,PM2.5,2.63,,
28/01/2020 09:30,B4106,PM2.5,3.28,,
28/01/2020 10:00,A4114,PM2.5,7.52,,
28/01/2020 10:00,A428,PM2.5,13.46,,
28/01/2020 10:00,A4600,PM2.5,0.05,,
28/01/2020 10:00,B4098,PM2.5,2.03,,
28/01/2020 10:00,B4106,PM2.5,4.27,,
28/01/2020 10:30,A4114,PM2.5,11.32,,
28/01/2020 10:30,A428,PM2.5,5.58,,
28/01/2020 10:30,A4600,PM2.5,0.02,,
28/01/2020 10:30,B4098,PM2.5,0.16,,
28/01/2020 10:30,B4106,PM2.5,7.395,,
28/01/2020 11:00,A4114,PM2.5,12.559999,,
28/01/2020 11:00,A428,PM2.5,11.599999,,
28/01/2020 11:00,A4600,PM2.5,0.6,,
28/01/2020 11:00,B4098,PM2.5,0.55,,
28/01/2020 11:00,B4106,PM2.5,13.75,,
28/01/2020 11:30,A4114,PM2.5,2.02,,
28/01/2020 11:30,A428,PM2.5,2.02,,
28/01/2020 11:30,A4600,PM2.5,0.445,,
28/01/2020 11:30,B4098,PM2.5,2.1,,
28/01/2020 11:30,B4106,PM2.5,5.26,,
28/01/2020 12:00,A4114,PM2.5,6.3,,
28/01/2020 12:00,A428,PM2.5,8.37,,
28/01/2020 12:00,A4600,PM2.5,0.39,,
28/01/2020 12:00,B4098,PM2.5,0.6,,
28/01/2020 12:00,B4106,PM2.5,6.675,,
28/01/2020 12:30,A4114,PM2.5,15.45,,
28/01/2020 12:30,A428,PM2.5,2.63,,
28/01/2020 12:30,A4600,PM2.5,0.36,,
28/01/2020 12:30,B4098,PM2.5,1.34,,
28/01/2020 12:30,B4106,PM2.5,10.75,,
28/01/2020 13:00,A4114,PM2.5,8.64,,
28/01/2020 13:00,A428,PM2.5,3.31,,
28/01/2020 13:00,A4600,PM2.5,0.22,,
28/01/2020 13:00,B4098,PM2.5,2.17,,
28/01/2020 13:00,B4106,PM2.5,9.45,,
28/01/2020 13:30,A4114,PM2.5,4.01,,
28/01/2020 13:30,A428,PM2.5,5.555,,
28/01/2020 13:30,A4600,PM2.5,0.47,,
28/01/2020 13:30,B4098,PM2.5,0.5,,
28/01/2020 13:30,B4106,PM2.5,5.67,,
28/01/2020 14:00,A4114,PM2.5,1.7,,
28/01/2020 14:00,A428,PM2.5,7.1,,
28/01/2020 14:00,A4600,PM2.5,0.14,,
28/01/2020 14:00,B4098,PM2.5,2.75,,
28/01/2020 14:00,B4106,PM2.5,9.025,,
28/01/2020 14:30,A4114,PM2.5,5.005,,
28/01/2020 14:30,A428,PM2.5,18.82,,
28/01/2020 14:30,A4600,PM2.5,0.68,,
28/01/2020 14:30,B4098,PM2.5,1.52,,
28/01/2020 14:30,B4106,PM2.5,8.13,,
28/01/2020 15:00,A4114,PM2.5,0.02,,
28/01/2020 15:00,A428,PM2.5,7.07,,
28/01/2020 15:00,A4600,PM2.5,0.23,,
28/01/2020 15:00,B4098,PM2.5,2.99,,
28/01/2020 15:00,B4106,PM2.5,10.51,,
28/01/2020 15:30,A4114,PM2.5,3.38,,
28/01/2020 15:30,A428,PM2.5,2.29,,
28/01/2020 15:30,A4600,PM2.5,0.1,,
28/01/2020 15:30,B4098,PM2.5,2.6,,
28/01/2020 15:30,B4106,PM2.5,7.89,,
28/01/2020 16:00,A4114,PM2.5,4,,
28/01/2020 16:00,A428,PM2.5,3.89,,
28/01/2020 16:00,A4600,PM2.5,0.06,,
28/01/2020 16:00,B4098,PM2.5,0.865,,
28/01/2020 16:00,B4106,PM2.5,7.06,,
28/01/2020 16:30,A4114,PM2.5,7.185,,
28/01/2020 16:30,A428,PM2.5,3.89,,
28/01/2020 16:30,A4600,PM2.5,0.09,,
28/01/2020 16:30,B4098,PM2.5,1.05,,
28/01/2020 16:30,B4106,PM2.5,5.98,,
28/01/2020 17:00,A4114,PM2.5,14.07,,
28/01/2020 17:00,A428,PM2.5,11.314999,,
28/01/2020 17:00,A4600,PM2.5,0.105,,
28/01/2020 17:00,B4098,PM2.5,4.27,,
28/01/2020 17:00,B4106,PM2.5,6.98,,
28/01/2020 17:30,A4114,PM2.5,13.11,,
28/01/2020 17:30,A428,PM2.5,7.58,,
28/01/2020 17:30,A4600,PM2.5,0.29,,
28/01/2020 17:30,B4098,PM2.5,1.46,,
28/01/2020 17:30,B4106,PM2.5,7.335,,
28/01/2020 18:00,A4114,PM2.5,13.084999,,
28/01/2020 18:00,A428,PM2.5,4.22,,
28/01/2020 18:00,A4600,PM2.5,0.03,,
28/01/2020 18:00,B4098,PM2.5,1.99,,
28/01/2020 18:00,B4106,PM2.5,12.02,,
28/01/2020 18:30,A4114,PM2.5,14.809999,,
28/01/2020 18:30,A428,PM2.5,7.36,,
28/01/2020 18:30,A4600,PM2.5,0.045,,
28/01/2020 18:30,B4098,PM2.5,3.28,,
28/01/2020 18:30,B4106,PM2.5,10.71,,
28/01/2020 19:00,A4114,PM2.5,4.03,,
28/01/2020 19:00,A428,PM2.5,3.66,,
28/01/2020 19:00,A4600,PM2.5,0.02,,
28/01/2020 19:00,B4098,PM2.5,2.06,,
28/01/2020 19:00,B4106,PM2.5,8.88,,
28/01/2020 19:30,A4114,PM2.5,21,,
28/01/2020 19:30,A428,PM2.5,14.87,,
28/01/2020 19:30,A4600,PM2.5,0.28,,
28/01/2020 19:30,B4098,PM2.5,2.575,,
28/01/2020 19:30,B4106,PM2.5,11.44,,
28/01/2020 20:00,A4114,PM2.5,7.34,,
28/01/2020 20:00,A428,PM2.5,4.87,,
28/01/2020 20:00,A4600,PM2.5,0.03,,
28/01/2020 20:00,B4098,PM2.5,1.32,,
28/01/2020 20:00,B4106,PM2.5,13.49,,
28/01/2020 20:30,A4114,PM2.5,23.98,,
28/01/2020 20:30,A428,PM2.5,13.745,,
28/01/2020 20:30,A4600,PM2.5,0.02,,
28/01/2020 20:30,B4098,PM2.5,3.99,,
28/01/2020 20:30,B4106,PM2.5,15.61,,
28/01/2020 21:00,A4114,PM2.5,27.76,,
28/01/2020 21:00,A428,PM2.5,3.18,,
28/01/2020 21:00,A4600,PM2.5,0.02,,
28/01/2020 21:00,B4098,PM2.5,3.62,,
28/01/2020 21:00,B4106,PM2.5,11.96,,
28/01/2020 21:30,A4114,PM2.5,15.61,,
28/01/2020 21:30,A428,PM2.5,4.62,,
28/01/2020 21:30,A4600,PM2.5,0.04,,
28/01/2020 21:30,B4098,PM2.5,2.76,,
28/01/2020 21:30,B4106,PM2.5,9.94,,
28/01/2020 22:00,A4114,PM2.5,12.09,,
28/01/2020 22:00,A428,PM2.5,14.775,,
28/01/2020 22:00,A4600,PM2.5,0.055,,
28/01/2020 22:00,B4098,PM2.5,1.12,,
28/01/2020 22:00,B4106,PM2.5,10.84,,
28/01/2020 22:30,A4114,PM2.5,16.389999,,
28/01/2020 22:30,A428,PM2.5,9.36,,
28/01/2020 22:30,A4600,PM2.5,0.03,,
28/01/2020 22:30,B4098,PM2.5,1.57,,
28/01/2020 22:30,B4106,PM2.5,10.789999,,
28/01/2020 23:00,A4114,PM2.5,11.655,,
28/01/2020 23:00,A428,PM2.5,11.98,,
28/01/2020 23:00,A4600,PM2.5,0.08,,
28/01/2020 23:00,B4098,PM2.5,2.17,,
28/01/2020 23:00,B4106,PM2.5,8.349999,,
28/01/2020 23:30,A4114,PM2.5,4.03,,
28/01/2020 23:30,A428,PM2.5,4.87,,
28/01/2020 23:30,A4600,PM2.5,0.02,,
28/01/2020 23:30,B4098,PM2.5,3.78,,
28/01/2020 23:30,B4106,PM2.5,9.929999,,
29/01/2020 00:00,A4114,PM2.5,3.66,,
29/01/2020 00:00,A428,PM2.5,6.925,,
29/01/2020 00:00,A4600,PM2.5,0.01,,
29/01/2020 00:00,B4098,PM2.5,1.69,,
29/01/2020 00:00,B4106,PM2.5,8.195,,
29/01/2020 00:30,A4114,PM2.5,3.44,,
29/01/2020 00:30,A428,PM2.5,12.82,,
29/01/2020 00:30,A4600,PM2.5,0.06,,
29/01/2020 00:30,B4098,PM2.5,2.99,,
29/01/2020 00:30,B4106,PM2.5,9.889999,,
29/01/2020 01:00,A4114,PM2.5,5.78,,
29/01/2020 01:00,A428,PM2.5,2.65,,
29/01/2020 01:00,A4600,PM2.5,0.02,,
29/01/2020 01:00,B4098,PM2.5,2.185,,
29/01/2020 01:00,B4106,PM2.5,9.719999,,
29/01/2020 01:30,A4114,PM2.5,21.559999,,
29/01/2020 01:30,A428,PM2.5,3.595,,
29/01/2020 01:30,A4600,PM2.5,0.025,,
29/01/2020 01:30,B4098,PM2.5,1.37,,
29/01/2020 01:30,B4106,PM2.5,16.039999,,
29/01/2020 02:00,A4114,PM2.5,28.549999,,
29/01/2020 02:00,A428,PM2.5,4.3,,
29/01/2020 02:00,A4600,PM2.5,0.02,,
29/01/2020 02:00,B4098,PM2.5,4.03,,
29/01/2020 02:00,B4106,PM2.5,18.625,,
29/01/2020 02:30,A4114,PM2.5,39.879999,,
29/01/2020 02:30,A428,PM2.5,4.85,,
29/01/2020 02:30,A4600,PM2.5,0.23,,
29/01/2020 02:30,B4098,PM2.5,4.515,,
29/01/2020 02:30,B4106,PM2.5,22.449999,,
29/01/2020 03:00,A4114,PM2.5,7.72,,
29/01/2020 03:00,A428,PM2.5,19.905,,
29/01/2020 03:00,A4600,PM2.5,0.375,,
29/01/2020 03:00,B4098,PM2.5,1.34,,
29/01/2020 03:00,B4106,PM2.5,22.789999,,
29/01/2020 03:30,A4114,PM2.5,10.33,,
29/01/2020 03:30,A428,PM2.5,29.869999,,
29/01/2020 03:30,A4600,PM2.5,0.03,,
29/01/2020 03:30,B4098,PM2.5,6.16,,
29/01/2020 03:30,B4106,PM2.5,23.74,,
29/01/2020 04:00,A4114,PM2.5,9.92,,
29/01/2020 04:00,A428,PM2.5,24.33,,
29/01/2020 04:00,A4600,PM2.5,0.12,,
29/01/2020 04:00,B4098,PM2.5,3.115,,
29/01/2020 04:00,B4106,PM2.5,25.42,,
29/01/2020 04:30,A4114,PM2.5,8.76,,
29/01/2020 04:30,A428,PM2.5,6.18,,
29/01/2020 04:30,A4600,PM2.5,0.01,,
29/01/2020 04:30,B4098,PM2.5,4.22,,
29/01/2020 04:30,B4106,PM2.5,15.66,,
29/01/2020 05:00,A4114,PM2.5,9.59,,
29/01/2020 05:00,A428,PM2.5,8.17,,
29/01/2020 05:00,A4600,PM2.5,0.08,,
29/01/2020 05:00,B4098,PM2.5,6.56,,
29/01/2020 05:00,B4106,PM2.5,21.16,,
29/01/2020 05:30,A4114,PM2.5,11.809999,,
29/01/2020 05:30,A428,PM2.5,7.93,,
29/01/2020 05:30,A4600,PM2.5,0.01,,
29/01/2020 05:30,B4098,PM2.5,3.8,,
29/01/2020 05:30,B4106,PM2.5,21.574999,,
29/01/2020 06:00,A4114,PM2.5,10.235,,
29/01/2020 06:00,A428,PM2.5,17.93,,
29/01/2020 06:00,A4600,PM2.5,0.02,,
29/01/2020 06:00,B4098,PM2.5,6.435,,
29/01/2020 06:00,B4106,PM2.5,23.15,,
29/01/2020 06:30,A4114,PM2.5,34.77,,
29/01/2020 06:30,A428,PM2.5,4.365,,
29/01/2020 06:30,A4600,PM2.5,0.035,,
29/01/2020 06:30,B4098,PM2.5,1.56,,
29/01/2020 06:30,B4106,PM2.5,19.219999,,
29/01/2020 07:00,A4114,PM2.5,9.719999,,
29/01/2020 07:00,A428,PM2.5,7.54,,
29/01/2020 07:00,A4600,PM2.5,0.01,,
29/01/2020 07:00,B4098,PM2.5,2.98,,
29/01/2020 07:00,B4106,PM2.5,21.789999,,
29/01/2020 07:30,A4114,PM2.5,25.115,,
29/01/2020 07:30,A428,PM2.5,35.25,,
29/01/2020 07:30,A4600,PM2.5,0.09,,
29/01/2020 07:30,B4098,PM2.5,3.735,,
29/01/2020 07:30,B4106,PM2.5,16.109999,,
29/01/2020 08:00,A4114,PM2.5,39.02,,
29/01/2020 08:00,A428,PM2.5,8.76,,
29/01/2020 08:00,A4600,PM2.5,0.04,,
29/01/2020 08:00,B4098,PM2.5,6.19,,
29/01/2020 08:00,B4106,PM2.5,15.009999,,
29/01/2020 08:30,A4114,PM2.5,8.27,,
29/01/2020 08:30,A428,PM2.5,20.25,,
29/01/2020 08:30,A4600,PM2.5,0.46,,
29/01/2020 08:30,B4098,PM2.5,5.65,,
29/01/2020 08:30,B4106,PM2.5,14.46,,
29/01/2020 09:00,A4114,PM2.5,9.349999,,
29/01/2020 09:00,A428,PM2.5,18.789999,,
29/01/2020 09:00,A4600,PM2.5,0.71,,
29/01/2020 09:00,B4098,PM2.5,3.47,,
29/01/2020 09:00,B4106,PM2.5,19.73,,
29/01/2020 09:30,A4114,PM2.5,19.309999,,
29/01/2020 09:30,A428,PM2.5,16.559999,,
29/01/2020 09:30,A4600,PM2.5,0.04,,
29/01/2020 09:30,B4098,PM2.5,2.385,,
29/01/2020 09:30,B4106,PM2.5,16.119999,,
29/01/2020 10:00,A4114,PM2.5,11.27,,
29/01/2020 10:00,A428,PM2.5,10.27,,
29/01/2020 10:00,A4600,PM2.5,0.1,,
29/01/2020 10:00,B4098,PM2.5,0.45,,
29/01/2020 10:00,B4106,PM2.5,10.92,,
29/01/2020 10:30,A4114,PM2.5,14.32,,
29/01/2020 10:30,A428,PM2.5,10.059999,,
29/01/2020 10:30,A4600,PM2.5,0.1,,
29/01/2020 10:30,B4098,PM2.5,0.87,,
29/01/2020 10:30,B4106,PM2.5,10.135,,
29/01/2020 11:00,A4114,PM2.5,12.539999,,
29/01/2020 11:00,A428,PM2.5,6.79,,
29/01/2020 11:00,A4600,PM2.5,0.12,,
29/01/2020 11:00,B4098,PM2.5,2.02,,
29/01/2020 11:00,B4106,PM2.5,10.059999,,
29/01/2020 11:30,A4114,PM2.5,9.57,,
29/01/2020 11:30,A428,PM2.5,8.33,,
29/01/2020 11:30,A4600,PM2.5,1.05,,
29/01/2020 11:30,B4098,PM2.5,2.11,,
29/01/2020 11:30,B4106,PM2.5,11.61,,
29/01/2020 12:00,A4114,PM2.5,7.7,,
29/01/2020 12:00,A428,PM2.5,22.509999,,
29/01/2020 12:00,A4600,PM2.5,1.59,,
29/01/2020 12:00,B4098,PM2.5,2.65,,
29/01/2020 12:00,B4106,PM2.5,7.425,,
29/01/2020 12:30,A4114,PM2.5,15.19,,
29/01/2020 12:30,A428,PM2.5,12.07,,
29/01/2020 12:30,A4600,PM2.5,0.34,,
29/01/2020 12:30,B4098,PM2.5,2.6,,
29/01/2020 12:30,B4106,PM2.5,8.84,,
29/01/2020 13:00,A4114,PM2.5,28.959999,,
29/01/2020 13:00,A428,PM2.5,14.009999,,
29/01/2020 13:00,A4600,PM2.5,0.66,,
29/01/2020 13:00,B4098,PM2.5,1.68,,
29/01/2020 13:00,B4106,PM2.5,11.98,,
29/01/2020 13:30,A4114,PM2.5,5.8,,
29/01/2020 13:30,A428,PM2.5,19.415,,
29/01/2020 13:30,A4600,PM2.5,0.52,,
29/01/2020 13:30,B4098,PM2.5,3.94,,
29/01/2020 13:30,B4106,PM2.5,11.87,,
29/01/2020 14:00,A4114,PM2.5,34.399998,,
29/01/2020 14:00,A428,PM2.5,16.67,,
29/01/2020 14:00,A4600,PM2.5,0.74,,
29/01/2020 14:00,B4098,PM2.5,2.2,,
29/01/2020 14:00,B4106,PM2.5,11.005,,
29/01/2020 14:30,A4114,PM2.5,19.135,,
29/01/2020 14:30,A428,PM2.5,17.440001,,
29/01/2020 14:30,A4600,PM2.5,0.57,,
29/01/2020 14:30,B4098,PM2.5,5.995,,
29/01/2020 14:30,B4106,PM2.5,10.88,,
29/01/2020 15:00,A4114,PM2.5,18.889999,,
29/01/2020 15:00,A428,PM2.5,4.113333,,
29/01/2020 15:00,A4600,PM2.5,0.8,,
29/01/2020 15:00,B4098,PM2.5,3.09,,
29/01/2020 15:00,B4106,PM2.5,15.059999,,
29/01/2020 15:30,A4114,PM2.5,2.35,,
29/01/2020 15:30,A428,PM2.5,6.72,,
29/01/2020 15:30,A4600,PM2.5,0.83,,
29/01/2020 15:30,B4098,PM2.5,2.23,,
29/01/2020 15:30,B4106,PM2.5,8.505,,
29/01/2020 16:00,A4114,PM2.5,14.309999,,
29/01/2020 16:00,A428,PM2.5,28.09,,
29/01/2020 16:00,A4600,PM2.5,0.16,,
29/01/2020 16:00,B4098,PM2.5,2.065,,
29/01/2020 16:00,B4106,PM2.5,17.619999,,
29/01/2020 16:30,A4114,PM2.5,9.56,,
29/01/2020 16:30,A428,PM2.5,29.929998,,
29/01/2020 16:30,A4600,PM2.5,0.28,,
29/01/2020 16:30,B4098,PM2.5,2.65,,
29/01/2020 16:30,B4106,PM2.5,9.95,,
29/01/2020 17:00,A4114,PM2.5,18.51,,
29/01/2020 17:00,A428,PM2.5,18.329999,,
29/01/2020 17:00,A4600,PM2.5,0.165,,
29/01/2020 17:00,B4098,PM2.5,3.32,,
29/01/2020 17:00,B4106,PM2.5,14.549999,,
29/01/2020 17:30,A4114,PM2.5,27.309999,,
29/01/2020 17:30,A428,PM2.5,6.15,,
29/01/2020 17:30,A4600,PM2.5,0.55,,
29/01/2020 17:30,B4098,PM2.5,3.69,,
29/01/2020 17:30,B4106,PM2.5,13.125,,
29/01/2020 18:00,A4114,PM2.5,2.625,,
29/01/2020 18:00,A428,PM2.5,17.109999,,
29/01/2020 18:00,A4600,PM2.5,0.05,,
29/01/2020 18:00,B4098,PM2.5,3.47,,
29/01/2020 18:00,B4106,PM2.5,12.11,,
29/01/2020 18:30,A4114,PM2.5,26.08,,
29/01/2020 18:30,A428,PM2.5,24.585,,
29/01/2020 18:30,A4600,PM2.5,0.545,,
29/01/2020 18:30,B4098,PM2.5,3.59,,
29/01/2020 18:30,B4106,PM2.5,22.279999,,
29/01/2020 19:00,A4114,PM2.5,42.489998,,
29/01/2020 19:00,A428,PM2.5,36.82,,
29/01/2020 19:00,A4600,PM2.5,0.18,,
29/01/2020 19:00,B4098,PM2.5,4.99,,
29/01/2020 19:00,B4106,PM2.5,19.74,,
29/01/2020 19:30,A4114,PM2.5,22.595,,
29/01/2020 19:30,A428,PM2.5,4.75,,
29/01/2020 19:30,A4600,PM2.5,0.2,,
29/01/2020 19:30,B4098,PM2.5,7.015,,
29/01/2020 19:30,B4106,PM2.5,23.99,,
29/01/2020 20:00,A4114,PM2.5,44.759998,,
29/01/2020 20:00,A428,PM2.5,32.259998,,
29/01/2020 20:00,A4600,PM2.5,0.66,,
29/01/2020 20:00,B4098,PM2.5,3.99,,
29/01/2020 20:00,B4106,PM2.5,24.709999,,
29/01/2020 20:30,A4114,PM2.5,34.880001,,
29/01/2020 20:30,A428,PM2.5,30.405,,
29/01/2020 20:30,A4600,PM2.5,0.07,,
29/01/2020 20:30,B4098,PM2.5,5.81,,
29/01/2020 20:30,B4106,PM2.5,18.57,,
29/01/2020 21:00,A4114,PM2.5,31.949999,,
29/01/2020 21:00,A428,PM2.5,23.35,,
29/01/2020 21:00,A4600,PM2.5,0.62,,
29/01/2020 21:00,B4098,PM2.5,4.95,,
29/01/2020 21:00,B4106,PM2.5,15.94,,
29/01/2020 21:30,A4114,PM2.5,38.119999,,
29/01/2020 21:30,A428,PM2.5,5.09,,
29/01/2020 21:30,A4600,PM2.5,0.52,,
29/01/2020 21:30,B4098,PM2.5,3.85,,
29/01/2020 21:30,B4106,PM2.5,16.690001,,
29/01/2020 22:00,A4114,PM2.5,27.23,,
29/01/2020 22:00,A428,PM2.5,24.309999,,
29/01/2020 22:00,A4600,PM2.5,0.295,,
29/01/2020 22:00,B4098,PM2.5,2.44,,
29/01/2020 22:00,B4106,PM2.5,15.849999,,
29/01/2020 22:30,A4114,PM2.5,18.059999,,
29/01/2020 22:30,A428,PM2.5,13.94,,
29/01/2020 22:30,A4600,PM2.5,0.08,,
29/01/2020 22:30,B4098,PM2.5,3.33,,
29/01/2020 22:30,B4106,PM2.5,15.684999,,
29/01/2020 23:00,A4114,PM2.5,36.644999,,
29/01/2020 23:00,A428,PM2.5,16.02,,
29/01/2020 23:00,A4600,PM2.5,0.26,,
29/01/2020 23:00,B4098,PM2.5,3.615,,
29/01/2020 23:00,B4106,PM2.5,18.949999,,
29/01/2020 23:30,A4114,PM2.5,28.459999,,
29/01/2020 23:30,A428,PM2.5,18.115,,
29/01/2020 23:30,A4600,PM2.5,0.085,,
29/01/2020 23:30,B4098,PM2.5,2.6,,
29/01/2020 23:30,B4106,PM2.5,16.889999,,
30/01/2020 00:00,A4114,PM2.5,22,,
30/01/2020 00:00,A428,PM2.5,19.859999,,
30/01/2020 00:00,A4600,PM2.5,0.75,,
30/01/2020 00:00,B4098,PM2.5,4.85,,
30/01/2020 00:00,B4106,PM2.5,9.96,,
30/01/2020 00:30,A4114,PM2.5,18.51,,
30/01/2020 00:30,A428,PM2.5,10.45,,
30/01/2020 00:30,A4600,PM2.5,0.02,,
30/01/2020 00:30,B4098,PM2.5,1.835,,
30/01/2020 00:30,B4106,PM2.5,7.59,,
30/01/2020 01:00,A4114,PM2.5,15.694999,,
30/01/2020 01:00,A428,PM2.5,11.61,,
30/01/2020 01:00,A4600,PM2.5,0.1,,
30/01/2020 01:00,B4098,PM2.5,2.54,,
30/01/2020 01:00,B4106,PM2.5,7.26,,
30/01/2020 01:30,A4114,PM2.5,23.129999,,
30/01/2020 01:30,A428,PM2.5,14.39,,
30/01/2020 01:30,A4600,PM2.5,0.375,,
30/01/2020 01:30,B4098,PM2.5,4.62,,
30/01/2020 01:30,B4106,PM2.5,12.07,,
30/01/2020 02:00,A4114,PM2.5,15.639999,,
30/01/2020 02:00,A428,PM2.5,9.5,,
30/01/2020 02:00,A4600,PM2.5,0.02,,
30/01/2020 02:00,B4098,PM2.5,3.12,,
30/01/2020 02:00,B4106,PM2.5,9.665,,
30/01/2020 02:30,A4114,PM2.5,23.4,,
30/01/2020 02:30,A428,PM2.5,13.94,,
30/01/2020 02:30,A4600,PM2.5,0.23,,
30/01/2020 02:30,B4098,PM2.5,3.555,,
30/01/2020 02:30,B4106,PM2.5,8.179999,,
30/01/2020 03:00,A4114,PM2.5,4.62,,
30/01/2020 03:00,A428,PM2.5,13.28,,
30/01/2020 03:00,A4600,PM2.5,0.085,,
30/01/2020 03:00,B4098,PM2.5,2.55,,
30/01/2020 03:00,B4106,PM2.5,11.79,,
30/01/2020 03:30,A4114,PM2.5,19.469999,,
30/01/2020 03:30,A428,PM2.5,17.940001,,
30/01/2020 03:30,A4600,PM2.5,0.03,,
30/01/2020 03:30,B4098,PM2.5,3.09,,
30/01/2020 03:30,B4106,PM2.5,11.56,,
30/01/2020 04:00,A4114,PM2.5,22.474999,,
30/01/2020 04:00,A428,PM2.5,29.289999,,
30/01/2020 04:00,A4600,PM2.5,0.07,,
30/01/2020 04:00,B4098,PM2.5,4.075,,
30/01/2020 04:00,B4106,PM2.5,10.34,,
30/01/2020 04:30,A4114,PM2.5,7.16,,
30/01/2020 04:30,A428,PM2.5,12.99,,
30/01/2020 04:30,A4600,PM2.5,0.06,,
30/01/2020 04:30,B4098,PM2.5,3.76,,
30/01/2020 04:30,B4106,PM2.5,14.19,,
30/01/2020 05:00,A4114,PM2.5,20.48,,
30/01/2020 05:00,A428,PM2.5,14.38,,
30/01/2020 05:00,A4600,PM2.5,0.025,,
30/01/2020 05:00,B4098,PM2.5,2.6,,
30/01/2020 05:00,B4106,PM2.5,10.054999,,
30/01/2020 05:30,A4114,PM2.5,21.32,,
30/01/2020 05:30,A428,PM2.5,16.639999,,
30/01/2020 05:30,A4600,PM2.5,0.48,,
30/01/2020 05:30,B4098,PM2.5,4,,
30/01/2020 05:30,B4106,PM2.5,13.36,,
30/01/2020 06:00,A4114,PM2.5,30.054998,,
30/01/2020 06:00,A428,PM2.5,19.359999,,
30/01/2020 06:00,A4600,PM2.5,0.56,,
30/01/2020 06:00,B4098,PM2.5,3.815,,
30/01/2020 06:00,B4106,PM2.5,19.869999,,
30/01/2020 06:30,A4114,PM2.5,52.349998,,
30/01/2020 06:30,A428,PM2.5,22.719999,,
30/01/2020 06:30,A4600,PM2.5,0.635,,
