"_time","D8:84:66:0D:1B:E4","D8:84:66:30:F2:EC","D8:84:66:30:F7:A2","D8:84:66:30:F7:C0","D8:84:66:30:F8:64","D8:84:66:30:F8:A4","D8:84:66:30:F9:DA","D8:84:66:31:7F:24","D8:84:66:31:7F:36","D8:84:66:31:7F:42","D8:84:66:31:7F:7E","D8:84:66:31:7F:BC","D8:84:66:31:7F:D4","D8:84:66:31:80:02","D8:84:66:31:80:1E","D8:84:66:31:80:78","D8:84:66:31:80:7C","D8:84:66:31:80:86","D8:84:66:31:80:D2","D8:84:66:31:80:E4","D8:84:66:31:80:EC","D8:84:66:31:80:EE","D8:84:66:31:80:F2","D8:84:66:31:81:42","D8:84:66:31:81:6C","D8:84:66:31:81:74","D8:84:66:31:81:A4","D8:84:66:31:82:26","D8:84:66:31:82:28","D8:84:66:31:82:32","D8:84:66:31:82:3E","D8:84:66:31:82:40","D8:84:66:31:82:66","D8:84:66:31:82:B6","D8:84:66:31:83:12","D8:84:66:31:83:14","D8:84:66:31:83:DA","D8:84:66:31:85:A0","D8:84:66:31:D4:0E","D8:84:66:31:D4:10","D8:84:66:31:D4:12","D8:84:66:31:D4:18","D8:84:66:31:D4:36","D8:84:66:31:D4:42","D8:84:66:31:D4:4C","D8:84:66:31:D4:52","D8:84:66:31:D4:76","D8:84:66:31:D4:82","D8:84:66:31:D4:B2","D8:84:66:31:D4:E2","D8:84:66:31:D5:0C","D8:84:66:31:D5:20","D8:84:66:31:D5:26","D8:84:66:31:D5:34","D8:84:66:31:D5:48","D8:84:66:31:D5:C4","D8:84:66:31:D5:DA","D8:84:66:31:D6:66","D8:84:66:31:D6:6A","D8:84:66:31:D6:C8","D8:84:66:31:D6:D2","D8:84:66:31:D6:E6"
"2020-01-18T13:00:00.000+0000",0,2320,0,0,0,0,1348,3928,0,454,1127,0,2164,2211,3050,1574,0,1941,1772,443,569,1399,219,644,5799,0,1572,2247,2721,2014,0,844,336,2988,5802,3096,1108,2478,0,0,1747,0,0,1464,1511,0,0,1238,1062,0,0,0,395,1618,0,0,1652,2633,0,0,13,2470
"2020-01-18T14:00:00.000+0000",0,2570,0,0,0,0,1554,3913,0,493,1145,0,1947,2185,3405,1578,0,2607,1834,603,650,1548,145,854,5940,0,1542,2119,3015,2521,0,813,339,2857,5186,3575,979,2369,0,0,1614,0,0,1625,1430,0,0,1461,889,0,0,8,362,1743,0,0,1721,3527,0,0,14,2678
"2020-01-18T15:00:00.000+0000",0,2295,0,0,0,0,1384,3591,0,601,880,0,1884,1970,3145,1749,0,2233,1947,573,656,1371,148,794,5891,0,1474,2469,2590,2139,0,684,496,3296,5824,3274,1141,2592,0,4,1811,0,0,1448,1604,0,0,1246,1078,0,0,0,540,1908,0,0,1573,3130,0,0,9,2234
"2020-01-18T16:00:00.000+0000",0,2089,0,0,0,0,1701,3314,0,474,927,0,1828,1409,3330,1496,0,2283,2020,473,560,1187,252,536,5568,0,1495,2390,2388,2023,0,450,361,3130,4309,2620,1030,2530,0,0,1435,0,0,1685,1533,0,0,1134,917,0,0,0,433,1551,0,0,1299,2731,0,0,20,1629
"2020-01-18T17:00:00.000+0000",0,1346,0,0,0,0,1274,2261,0,366,564,0,1532,1011,3390,1299,0,2022,1903,335,634,875,195,493,3679,0,967,2341,1461,1895,0,365,315,3398,2755,2369,996,2187,0,0,1247,0,0,1367,1419,0,0,1034,789,0,0,0,320,755,0,0,1063,2239,0,0,12,1143
"2020-01-18T18:00:00.000+0000",0,907,0,0,0,0,1303,1817,0,381,425,0,1184,866,3601,1266,0,1951,1814,286,670,595,234,486,3359,0,891,2578,998,1742,0,222,320,3271,1074,1506,892,2436,0,0,1135,0,0,1407,1206,0,0,923,778,0,0,0,522,812,0,0,1170,2007,0,0,14,749
"2020-01-18T19:00:00.000+0000",0,465,0,0,0,0,1130,1213,0,261,228,0,770,1031,2554,941,0,1574,1456,189,496,422,107,525,2343,0,616,2192,561,1269,0,176,265,2306,564,960,521,1894,0,0,757,0,0,1167,877,0,0,693,625,0,0,0,248,863,0,0,967,1366,0,0,10,583
"2020-01-18T20:00:00.000+0000",0,578,0,0,0,0,1038,1081,0,428,255,0,825,1006,2177,806,0,1404,1534,165,454,327,91,421,3202,0,519,1884,628,1187,0,209,203,2401,489,1091,631,1712,0,0,674,0,0,1149,916,0,0,664,706,0,0,0,202,719,0,0,1121,1144,0,0,14,406
"2020-01-18T21:00:00.000+0000",0,382,0,0,0,0,882,925,0,456,202,0,587,780,1828,594,0,1325,1431,226,342,307,85,246,2416,0,553,1636,472,993,0,193,155,1727,448,730,481,1488,0,0,687,0,0,1069,654,0,0,512,590,0,0,0,156,506,0,0,816,1030,0,0,8,304
"2020-01-18T22:00:00.000+0000",0,331,0,0,0,0,913,815,0,429,207,0,825,686,1568,653,0,1236,1504,207,331,239,92,280,2421,0,664,1731,391,901,0,212,195,1737,341,677,492,1451,0,0,813,0,0,1117,726,0,0,607,608,0,0,0,117,424,0,0,924,1175,0,0,13,181
"2020-01-18T23:00:00.000+0000",0,300,0,0,0,0,824,796,0,343,389,0,832,528,1373,691,0,1175,1406,145,329,256,78,214,1996,0,818,1804,348,664,0,120,189,1405,414,758,449,1345,0,0,864,0,0,1220,630,0,0,639,545,0,0,0,157,457,0,0,1157,1326,0,0,9,274
"2020-01-19T00:00:00.000+0000",0,260,0,0,0,0,531,561,0,224,248,0,867,309,1063,450,0,657,1338,108,294,193,56,191,1218,0,799,1514,425,489,0,106,138,864,337,628,429,760,0,0,837,0,0,959,586,0,0,539,429,0,0,0,96,219,0,0,700,1622,0,0,14,208
"2020-01-19T01:00:00.000+0000",0,308,0,0,0,0,705,632,0,214,248,0,949,231,1215,407,0,949,1166,98,317,161,59,189,1199,0,859,2110,376,486,0,117,284,928,304,793,367,671,0,0,837,0,0,1299,573,0,0,539,396,0,0,0,102,232,0,0,969,1642,0,0,12,110
"2020-01-19T02:00:00.000+0000",0,280,0,0,0,0,613,528,0,176,153,0,765,175,980,354,0,845,952,101,322,182,55,195,989,0,876,1623,473,466,0,35,226,812,354,710,356,586,0,0,582,0,0,1213,631,0,0,468,316,0,0,0,122,178,0,0,751,1646,0,0,16,152
"2020-01-19T03:00:00.000+0000",0,370,0,0,0,0,612,537,0,158,189,0,722,123,1075,341,0,803,978,89,203,184,75,185,1094,0,736,1722,571,503,0,44,189,873,398,597,420,496,0,0,410,0,0,1137,561,0,0,521,227,0,0,0,100,222,0,0,628,1257,0,0,18,142
