AreaKey,Period,Value
E02002881,2019,6863
E02002882,2019,8589
E02002883,2019,7951
E02002884,2019,6968
E02002885,2019,9200
E02002886,2019,9769
E02002887,2019,6583
E02002888,2019,7577
E02002889,2019,13020
E02002890,2019,13912
E02002891,2019,8190
E02002892,2019,6074
E02002893,2019,16101
E02002894,2019,7034
E02002895,2019,8438
E02002896,2019,10663
E02002897,2019,8173
E02002898,2019,10914
E02002899,2019,11019
E02002901,2019,6167
E02002902,2019,9266
E02002903,2019,6232
E02002904,2019,6035
E02002905,2019,6464
E02002906,2019,6105
E02002907,2019,6296
E02002908,2019,8929
E02002909,2019,10768
E02002910,2019,8227
E02002911,2019,9610
E02002912,2019,7671
E02002913,2019,5828
E02002914,2019,9294
E02002915,2019,7750
E02002916,2019,10068
E02002917,2019,7174
E02002918,2019,5991
E02002919,2019,9779
E02002920,2019,6779
E02002921,2019,8270
E02002922,2019,6860
E02002923,2019,10054
E02002924,2019,6246
E02002925,2019,11269
E02002926,2019,11309
E02002927,2019,12060
E02002928,2019,5982
E02002929,2019,6358
E02002930,2019,6372
E02002931,2019,6762
E02002932,2019,9219
E02002933,2019,7870
E02002934,2019,6028
E02002935,2019,6534
E02002936,2019,10465
E02002937,2019,10060
E02002938,2019,7237
E02002939,2019,6964
E02002940,2019,5856
E02002941,2019,10484
E02002942,2019,7353
E02002943,2019,14858
E02002944,2019,8214
E02002945,2019,9690
E02002946,2019,7692
E02002947,2019,7163
E02002948,2019,7560
E02002949,2019,5365
E02002950,2019,5768
E02002951,2019,7615
E02002952,2019,7495
E02002953,2019,7373
E02002954,2019,8193
E02002955,2019,7701
E02002956,2019,9251
E02002957,2019,9566
E02002958,2019,8240
E02002959,2019,9433
E02002960,2019,5766
E02002961,2019,7016
E02002962,2019,7273
E02002963,2019,7247
E02002964,2019,8494
E02002965,2019,8469
E02002966,2019,10120
E02002967,2019,10339
E02002968,2019,9244
E02002969,2019,9456
E02002970,2019,8143
E02002971,2019,4854
E02002972,2019,6292
E02002973,2019,8390
E02002974,2019,5978
E02002975,2019,7072
E02002976,2019,6016
E02002977,2019,5702
E02002978,2019,6773
E02002979,2019,6017
E02002980,2019,5993
E02002981,2019,8429
E02002982,2019,7975
E02002983,2019,5083
E02002984,2019,5367
E02002985,2019,6409
E02002986,2019,6305
E02002987,2019,5647
E02002988,2019,5697
E02002989,2019,5741
E02002990,2019,6098
E02002991,2019,11318
E02002992,2019,5980
E02002993,2019,6697
E02002994,2019,10545
E02002995,2019,5782
E02002996,2019,13369
E02002997,2019,7807
E02002998,2019,5919
E02002999,2019,5577
E02003000,2019,9659
E02003001,2019,5561
E02003002,2019,5937
E02003003,2019,6040
E02003004,2019,6781
E02003005,2019,6502
E02003006,2019,9765
E02003007,2019,9290
E02003008,2019,6151
E02003009,2019,6238
E02003010,2019,6769
E02003011,2019,5698
E02003012,2019,11473
E02003013,2019,11978
E02003014,2019,8296
E02003015,2019,6693
E02003016,2019,8216
E02003017,2019,6080
E02003018,2019,5910
E02003019,2019,9868
E02003020,2019,6510
E02003021,2019,7554
E02003022,2019,5903
E02003023,2019,6664
E02003024,2019,9700
E02003025,2019,7601
E02003026,2019,9335
E02003027,2019,12743
E02003028,2019,8531
E02003029,2019,6373
E02003030,2019,7791
E02003031,2019,10649
E02003032,2019,8127
E02003033,2019,8973
E02003034,2019,13466
E02003036,2019,10306
E02003037,2019,9013
E02003038,2019,6512
E02003039,2019,8750
E02003040,2019,9888
E02003041,2019,6152
E02003043,2019,18949
E02003044,2019,5773
E02003045,2019,7427
E02003046,2019,9838
E02003047,2019,11101
E02003048,2019,7102
E02003049,2019,7618
E02003050,2019,9949
E02003051,2019,7415
E02003052,2019,6843
E02003053,2019,8195
E02003054,2019,6576
E02003055,2019,8418
E02003056,2019,7536
E02003057,2019,5932
E02003058,2019,9051
E02003059,2019,6144
E02003060,2019,10559
E02003061,2019,6054
E02003062,2019,5889
E02003063,2019,6807
E02003064,2019,7133
E02003065,2019,9886
E02003066,2019,6175
E02003067,2019,7938
E02003068,2019,6289
E02003069,2019,5611
E02003070,2019,13631
E02003071,2019,8103
E02003072,2019,9125
E02003073,2019,6421
E02003074,2019,7728
E02003075,2019,6049
E02003076,2019,9434
E02003077,2019,6182
E02003078,2019,7195
E02003079,2019,9339
E02003080,2019,8750
E02003081,2019,9463
E02003082,2019,9229
E02003084,2019,10643
E02003085,2019,7930
E02003086,2019,6178
E02003087,2019,10220
E02003088,2019,8444
E02003089,2019,5943
E02003090,2019,8162
E02003091,2019,6658
E02003092,2019,8220
E02003093,2019,6461
E02003094,2019,8934
E02003095,2019,7536
E02003096,2019,6294
E02003097,2019,6443
E02003098,2019,10306
E02003099,2019,7466
E02003100,2019,14077
E02003101,2019,11287
E02003102,2019,7021
E02003103,2019,7271
E02003104,2019,7600
E02003105,2019,6352
E02003106,2019,15933
E02003107,2019,11328
E02003108,2019,11249
E02003109,2019,6163
E02003110,2019,12144
E02003111,2019,6639
E02003112,2019,6679
E02003113,2019,10691
E02003114,2019,7179
E02003115,2019,9965
E02003116,2019,7786
E02003117,2019,9408
E02003118,2019,10115
E02003119,2019,10489
E02003120,2019,9220
E02003121,2019,10017
E02003122,2019,7043
E02003123,2019,8701
E02003124,2019,8059
E02003125,2019,6078
E02003126,2019,7912
E02003127,2019,7414
E02003128,2019,8808
E02003129,2019,6172
E02003130,2019,10417
E02003131,2019,7327
E02003132,2019,8956
E02003133,2019,7165
E02003134,2019,6776
E02003135,2019,7670
E02003136,2019,7728
E02003137,2019,7810
E02003138,2019,7536
E02003139,2019,6568
E02003140,2019,7667
E02003141,2019,7934
E02003142,2019,9105
E02003143,2019,7346
E02003144,2019,8862
E02003145,2019,6827
E02003146,2019,8754
E02003147,2019,9340
E02003148,2019,10604
E02003149,2019,9506
E02003150,2019,12363
E02003151,2019,7764
E02003152,2019,10420
E02003153,2019,7468
E02003154,2019,7224
E02003155,2019,5780
E02003156,2019,10570
E02003157,2019,6413
E02003158,2019,5620
E02003159,2019,5833
E02003161,2019,7609
E02003163,2019,7844
E02003164,2019,8822
E02003165,2019,7110
E02003166,2019,12052
E02003167,2019,9545
E02003168,2019,7147
E02003169,2019,6768
E02003170,2019,9459
E02003171,2019,7523
E02003172,2019,6321
E02003173,2019,6437
E02003174,2019,7979
E02003175,2019,9135
E02003176,2019,7384
E02003177,2019,8096
E02003178,2019,8414
E02003179,2019,6561
E02003180,2019,9550
E02003181,2019,8667
E02003182,2019,6530
E02003183,2019,6956
E02003184,2019,8007
E02003185,2019,7543
E02003186,2019,9230
E02003187,2019,9426
E02003188,2019,12990
E02003189,2019,8654
E02003190,2019,10647
E02003191,2019,8270
E02003192,2019,12863
E02003194,2019,6166
E02003195,2019,5495
E02003196,2019,10170
E02003197,2019,6729
E02003198,2019,7389
E02003199,2019,9152
E02003200,2019,10235
E02003201,2019,10908
E02003202,2019,6275
E02003203,2019,7550
E02003204,2019,9069
E02003205,2019,8328
E02003206,2019,10043
E02003207,2019,7148
E02003208,2019,11923
E02003209,2019,6466
E02003210,2019,9581
E02003211,2019,8956
E02003212,2019,8119
E02003214,2019,6215
E02003215,2019,6650
E02003216,2019,9257
E02003217,2019,7125
E02003218,2019,6356
E02003219,2019,9236
E02003220,2019,9999
E02003221,2019,7094
E02003222,2019,5811
E02003223,2019,10550
E02003224,2019,8323
E02003225,2019,5951
E02003226,2019,10563
E02003227,2019,6713
E02003228,2019,7622
E02003229,2019,5379
E02003230,2019,8721
E02003231,2019,8720
E02003232,2019,8657
E02003233,2019,8598
E02003234,2019,8125
E02003235,2019,9155
E02003236,2019,11866
E02003237,2019,5768
E02003238,2019,5567
E02003239,2019,7374
E02003240,2019,6788
E02003241,2019,6575
E02003242,2019,7953
E02003243,2019,10631
E02003244,2019,9463
E02003245,2019,7836
E02003246,2019,10050
E02003247,2019,8370
E02003248,2019,11222
E02003249,2019,12090
E02003250,2019,12470
E02003251,2019,7245
E02003252,2019,12688
E02003253,2019,9839
E02003254,2019,8600
E02003255,2019,11673
E02003257,2019,8933
E02003258,2019,8257
E02003259,2019,6171
E02003260,2019,8314
E02003261,2019,5987
E02003262,2019,10128
E02003263,2019,12032
E02003264,2019,9248
E02003265,2019,7800
E02003266,2019,9173
E02003267,2019,13728
E02003268,2019,11834
E02003269,2019,10304
E02003270,2019,8154
E02003271,2019,9621
E02003272,2019,10251
E02003273,2019,10797
E02003274,2019,11281
E02003275,2019,15836
E02003276,2019,9089
E02003277,2019,11030
E02003278,2019,14017
E02003279,2019,9511
E02003280,2019,10451
E02003281,2019,9626
E02003282,2019,10644
E02003283,2019,11142
E02003284,2019,11325
E02003285,2019,11191
E02003286,2019,9442
E02003287,2019,10083
E02003288,2019,12889
E02003289,2019,10465
E02003290,2019,10517
E02003291,2019,11994
E02003292,2019,12343
E02003293,2019,11703
E02003294,2019,9274
E02003295,2019,10525
E02003296,2019,6804
E02003297,2019,7163
E02003298,2019,6816
E02003299,2019,5989
E02003300,2019,8503
E02003301,2019,11571
E02003302,2019,10732
E02003303,2019,9187
E02003304,2019,9784
E02003305,2019,6708
E02003307,2019,10338
E02003308,2019,7234
E02003309,2019,7632
E02003310,2019,15282
E02003311,2019,9351
E02003312,2019,10079
E02003313,2019,14748
E02003314,2019,6375
E02003315,2019,5593
E02003316,2019,10973
E02003317,2019,6831
E02003318,2019,5974
E02003319,2019,8456
E02003320,2019,9242
E02003321,2019,6569
E02003322,2019,8305
E02003323,2019,7693
E02003324,2019,9862
E02003325,2019,7774
E02003326,2019,8021
E02003327,2019,7535
E02003328,2019,9827
E02003329,2019,7139
E02003330,2019,6746
E02003331,2019,8855
E02003332,2019,6300
E02003333,2019,7457
E02003334,2019,6179
E02003335,2019,7592
E02003336,2019,6076
E02003337,2019,7231
E02003338,2019,7198
E02003339,2019,6491
E02003340,2019,8003
E02003341,2019,6596
E02003342,2019,6353
E02003343,2019,5914
E02003344,2019,7118
E02003345,2019,6052
E02003346,2019,6950
E02003347,2019,6126
E02003348,2019,7781
E02003349,2019,7288
E02003350,2019,6275
E02003351,2019,7806
E02003352,2019,5861
E02003353,2019,10306
E02003354,2019,9962
E02003355,2019,6749
E02003356,2019,7279
E02003357,2019,10204
E02003358,2019,11341
E02003359,2019,6513
E02003360,2019,11817
E02003361,2019,7385
E02003362,2019,6826
E02003363,2019,7263
E02003364,2019,6758
E02003365,2019,6775
E02003366,2019,7510
E02003367,2019,6451
E02003368,2019,5689
E02003369,2019,6502
E02003370,2019,6661
E02003371,2019,5702
E02003372,2019,7628
E02003373,2019,8661
E02003374,2019,5557
E02003375,2019,5890
E02003376,2019,5847
E02003377,2019,10336
E02003378,2019,7827
E02003379,2019,6912
E02003380,2019,7816
E02003381,2019,5929
E02003382,2019,7972
E02003383,2019,6789
E02003384,2019,6512
E02003385,2019,10263
E02003386,2019,8238
E02003387,2019,9452
E02003388,2019,5816
E02003389,2019,7404
E02003390,2019,7147
E02003391,2019,8001
E02003392,2019,7839
E02003393,2019,7480
E02003394,2019,7973
E02003395,2019,10186
E02003396,2019,9124
E02003397,2019,7387
E02003398,2019,10571
E02003399,2019,14683
E02003400,2019,8163
E02003401,2019,8697
E02003402,2019,10450
E02003403,2019,8641
E02003404,2019,9550
E02003405,2019,11362
E02003406,2019,7122
E02003407,2019,10070
E02003408,2019,10982
E02003409,2019,9957
E02003410,2019,11545
E02003411,2019,11329
E02003412,2019,9820
E02003413,2019,13401
E02003414,2019,13196
E02003415,2019,12962
E02003416,2019,9270
E02003417,2019,11500
E02003418,2019,10116
E02003419,2019,8843
E02003420,2019,6548
E02003421,2019,5606
E02003422,2019,11452
E02003423,2019,6470
E02003424,2019,8960
E02003425,2019,13103
E02003426,2019,9786
E02003427,2019,8220
E02003428,2019,9128
E02003429,2019,7672
E02003430,2019,7065
E02003431,2019,6767
E02003432,2019,7229
E02003433,2019,6624
E02003434,2019,9113
E02003435,2019,7212
E02003436,2019,8551
E02003437,2019,7554
E02003438,2019,10910
E02003439,2019,5599
E02003440,2019,9268
E02003441,2019,7681
E02003442,2019,7851
E02003443,2019,7243
E02003444,2019,9814
E02003445,2019,8722
E02003446,2019,10145
E02003447,2019,10337
E02003448,2019,7465
E02003449,2019,7809
E02003450,2019,12338
E02003451,2019,9086
E02003452,2019,8573
E02003453,2019,6715
E02003454,2019,8801
E02003455,2019,8619
E02003456,2019,6984
E02003457,2019,10005
E02003458,2019,8064
E02003459,2019,8372
E02003460,2019,10764
E02003461,2019,7219
E02003462,2019,7536
E02003463,2019,6566
E02003464,2019,6695
E02003465,2019,6080
E02003466,2019,7717
E02003467,2019,6442
E02003468,2019,8310
E02003469,2019,5552
E02003470,2019,5965
E02003471,2019,6566
E02003472,2019,9827
E02003473,2019,5448
E02003474,2019,8882
E02003475,2019,22727
E02003476,2019,9086
E02003477,2019,15398
E02003478,2019,6772
E02003479,2019,7439
E02003480,2019,8077
E02003481,2019,8014
E02003482,2019,6724
E02003483,2019,11046
E02003484,2019,7061
E02003485,2019,8040
E02003486,2019,9401
E02003487,2019,7258
E02003488,2019,7874
E02003489,2019,7329
E02003490,2019,9270
E02003491,2019,7854
E02003492,2019,11708
E02003493,2019,8223
E02003494,2019,6548
E02003495,2019,7083
E02003496,2019,7517
E02003497,2019,7646
E02003498,2019,9078
E02003499,2019,8044
E02003500,2019,8227
E02003501,2019,8797
E02003502,2019,7685
E02003503,2019,8950
E02003504,2019,8769
E02003505,2019,10365
E02003506,2019,7212
E02003507,2019,9851
E02003508,2019,9837
E02003509,2019,9354
E02003510,2019,8948
E02003511,2019,8498
E02003512,2019,9928
E02003513,2019,6595
E02003514,2019,9560
E02003515,2019,9170
E02003516,2019,9096
E02003517,2019,12672
E02003518,2019,8114
E02003519,2019,9882
E02003520,2019,9421
E02003521,2019,8402
E02003522,2019,7717
E02003523,2019,10134
E02003524,2019,7965
E02003525,2019,6449
E02003526,2019,6717
E02003527,2019,6328
E02003529,2019,8304
E02003530,2019,7750
E02003531,2019,7712
E02003532,2019,7617
E02003533,2019,5732
E02003534,2019,8999
E02003535,2019,9864
E02003536,2019,8211
E02003537,2019,10335
E02003538,2019,10562
E02003539,2019,16422
E02003540,2019,9693
E02003541,2019,12688
E02003542,2019,9402
E02003543,2019,8854
E02003544,2019,6365
E02003545,2019,7463
E02003546,2019,8597
E02003547,2019,9527
E02003548,2019,6774
E02003549,2019,8999
E02003550,2019,7737
E02003551,2019,6964
E02003552,2019,5985
E02003553,2019,7912
E02003554,2019,6236
E02003555,2019,8175
E02003556,2019,5834
E02003557,2019,7125
E02003558,2019,7052
E02003559,2019,7834
E02003560,2019,7436
E02003561,2019,8583
E02003562,2019,8491
E02003563,2019,7820
E02003564,2019,7670
E02003565,2019,7518
E02003566,2019,6089
E02003567,2019,7675
E02003568,2019,8997
E02003569,2019,8011
E02003570,2019,12217
E02003571,2019,11109
E02003572,2019,6100
E02003573,2019,7536
E02003574,2019,7337
E02003575,2019,6585
E02003576,2019,8131
E02003577,2019,14201
E02003578,2019,6066
E02003579,2019,9092
E02003580,2019,6003
E02003581,2019,7885
E02003582,2019,8608
E02003583,2019,7434
E02003584,2019,6468
E02003585,2019,6782
E02003586,2019,7868
E02003587,2019,8769
E02003588,2019,8437
E02003589,2019,8133
E02003590,2019,7460
E02003591,2019,9618
E02003592,2019,9487
E02003593,2019,5269
E02003594,2019,9430
E02003595,2019,7906
E02003596,2019,8949
E02003597,2019,5739
E02003598,2019,7529
E02003599,2019,5929
E02003600,2019,6693
E02003601,2019,7745
E02003602,2019,6185
E02003603,2019,10914
E02003604,2019,10759
E02003605,2019,9488
E02003606,2019,8124
E02003607,2019,10776
E02003608,2019,12144
E02003609,2019,11622
E02003610,2019,8660
E02003611,2019,9593
E02003612,2019,12413
E02003613,2019,5888
E02003614,2019,7931
E02003615,2019,10052
E02003616,2019,5510
E02003617,2019,8789
E02003618,2019,8733
E02003619,2019,11815
E02003620,2019,8035
E02003621,2019,7770
E02003622,2019,9050
E02003623,2019,10710
E02003624,2019,5762
E02003625,2019,8759
E02003626,2019,5366
E02003627,2019,10387
E02003628,2019,9483
E02003629,2019,10191
E02003630,2019,10989
E02003631,2019,5460
E02003632,2019,5923
E02003633,2019,9699
E02003634,2019,13152
E02003635,2019,7709
E02003636,2019,7382
E02003637,2019,10132
E02003638,2019,7718
E02003639,2019,9654
E02003640,2019,6214
E02003641,2019,5601
E02003642,2019,9750
E02003643,2019,13386
E02003644,2019,9847
E02003645,2019,7104
E02003646,2019,10413
E02003647,2019,10235
E02003648,2019,5737
E02003649,2019,6875
E02003650,2019,6954
E02003651,2019,6730
E02003652,2019,11232
E02003653,2019,6875
E02003654,2019,5810
E02003655,2019,10137
E02003656,2019,6342
E02003657,2019,6828
E02003658,2019,8914
E02003659,2019,10045
E02003660,2019,10348
E02003661,2019,6085
E02003662,2019,6705
E02003663,2019,12636
E02003664,2019,8808
E02003665,2019,6184
E02003666,2019,8390
E02003667,2019,9834
E02003668,2019,9007
E02003669,2019,7962
E02003670,2019,9986
E02003671,2019,6223
E02003672,2019,10821
E02003673,2019,8972
E02003674,2019,5487
E02003675,2019,9588
E02003676,2019,7932
E02003677,2019,10192
E02003678,2019,5806
E02003679,2019,7066
E02003680,2019,9604
E02003681,2019,10634
E02003682,2019,7612
E02003683,2019,7251
E02003685,2019,7985
E02003686,2019,7373
E02003687,2019,5826
E02003688,2019,12752
E02003689,2019,9122
E02003690,2019,6887
E02003691,2019,6908
E02003692,2019,8987
E02003693,2019,6719
E02003694,2019,7970
E02003695,2019,11095
E02003696,2019,7951
E02003697,2019,5769
E02003698,2019,8081
E02003699,2019,5583
E02003701,2019,11463
E02003702,2019,8024
E02003703,2019,8394
E02003704,2019,5644
E02003705,2019,6899
E02003706,2019,6887
E02003707,2019,6955
E02003708,2019,9758
E02003709,2019,5667
E02003710,2019,11795
E02003711,2019,9671
E02003712,2019,7819
E02003713,2019,5802
E02003714,2019,6520
E02003715,2019,6381
E02003716,2019,5471
E02003717,2019,8830
E02003718,2019,5599
E02003719,2019,8261
E02003720,2019,8541
E02003721,2019,8814
E02003722,2019,7912
E02003723,2019,9864
E02003724,2019,8955
E02003725,2019,15139
E02003726,2019,8442
E02003727,2019,8447
E02003728,2019,8918
E02003729,2019,8040
E02003730,2019,14285
E02003731,2019,9180
E02003732,2019,9888
E02003733,2019,8528
E02003734,2019,12343
E02003735,2019,9303
E02003736,2019,10196
E02003737,2019,13972
E02003738,2019,6280
E02003739,2019,6417
E02003740,2019,6311
E02003742,2019,6664
E02003743,2019,11376
E02003744,2019,14355
E02003745,2019,10314
E02003746,2019,7756
E02003747,2019,11882
E02003748,2019,7819
E02003749,2019,6024
E02003750,2019,7481
E02003751,2019,7027
E02003752,2019,11152
E02003753,2019,11314
E02003754,2019,5683
E02003755,2019,8146
E02003756,2019,6960
E02003757,2019,6538
E02003758,2019,9606
E02003759,2019,5908
E02003760,2019,9277
E02003761,2019,5955
E02003762,2019,9568
E02003763,2019,9696
E02003764,2019,10613
E02003765,2019,7322
E02003766,2019,7279
E02003767,2019,6497
E02003768,2019,9738
E02003769,2019,7516
E02003770,2019,10440
E02003771,2019,6492
E02003772,2019,6749
E02003773,2019,10843
E02003774,2019,5823
E02003775,2019,6886
E02003776,2019,6593
E02003777,2019,8305
E02003778,2019,6348
E02003779,2019,5027
E02003780,2019,12091
E02003781,2019,6437
E02003783,2019,7590
E02003784,2019,8614
E02003785,2019,9173
E02003786,2019,6588
E02003787,2019,7298
E02003788,2019,7464
E02003789,2019,7233
E02003790,2019,9419
E02003791,2019,8024
E02003792,2019,9664
E02003793,2019,6999
E02003794,2019,8606
E02003795,2019,5777
E02003796,2019,7265
E02003797,2019,10259
E02003798,2019,6073
E02003799,2019,7113
E02003800,2019,6844
E02003801,2019,6839
E02003802,2019,8834
E02003803,2019,9932
E02003804,2019,6557
E02003805,2019,6296
E02003806,2019,7764
E02003807,2019,8007
E02003808,2019,6452
E02003809,2019,8011
E02003810,2019,9094
E02003811,2019,6765
E02003812,2019,6203
E02003813,2019,6113
E02003814,2019,8017
E02003815,2019,7208
E02003816,2019,7163
E02003817,2019,6885
E02003818,2019,5380
E02003819,2019,6188
E02003820,2019,9151
E02003821,2019,5416
E02003822,2019,10886
E02003823,2019,6535
E02003824,2019,5680
E02003825,2019,6347
E02003826,2019,8120
E02003827,2019,9708
E02003828,2019,6880
E02003829,2019,5687
E02003830,2019,8186
E02003831,2019,9707
E02003832,2019,6554
E02003833,2019,6094
E02003834,2019,7123
E02003835,2019,7798
E02003836,2019,7008
E02003837,2019,14244
E02003838,2019,6994
E02003839,2019,6998
E02003840,2019,10552
E02003841,2019,7951
E02003842,2019,5357
E02003843,2019,6025
E02003844,2019,6476
E02003845,2019,9672
E02003846,2019,6800
E02003847,2019,9466
E02003848,2019,5005
E02003849,2019,7689
E02003850,2019,5050
E02003851,2019,5551
E02003852,2019,6399
E02003853,2019,6102
E02003854,2019,6295
E02003855,2019,6443
E02003856,2019,10869
E02003857,2019,6603
E02003858,2019,7010
E02003859,2019,11967
E02003860,2019,7230
E02003861,2019,6380
E02003862,2019,5115
E02003863,2019,6715
E02003864,2019,8278
E02003865,2019,7915
E02003866,2019,5970
E02003867,2019,7529
E02003868,2019,8289
E02003869,2019,7137
E02003870,2019,10318
E02003871,2019,6761
E02003872,2019,9595
E02003873,2019,6041
E02003874,2019,9171
E02003875,2019,6256
E02003876,2019,5495
E02003877,2019,9291
E02003878,2019,8751
E02003879,2019,8670
E02003880,2019,6227
E02003881,2019,5873
E02003882,2019,9292
E02003883,2019,10700
E02003884,2019,8487
E02003885,2019,5988
E02003886,2019,6514
E02003887,2019,6492
E02003888,2019,6269
E02003889,2019,5900
E02003890,2019,6488
E02003891,2019,6043
E02003892,2019,6456
E02003893,2019,6605
E02003894,2019,8348
E02003895,2019,8851
E02003896,2019,5855
E02003897,2019,5578
E02003898,2019,6725
E02003899,2019,5478
E02003900,2019,7104
E02003901,2019,7853
E02003902,2019,5214
E02003903,2019,6325
E02003904,2019,4995
E02003905,2019,6867
E02003906,2019,5937
E02003907,2019,8370
E02003908,2019,8512
E02003909,2019,10491
E02003910,2019,6460
E02003911,2019,9040
E02003912,2019,8009
E02003913,2019,6174
E02003914,2019,8339
E02003915,2019,7851
E02003916,2019,7000
E02003917,2019,8195
E02003918,2019,7121
E02003919,2019,7421
E02003920,2019,8081
E02003921,2019,6095
E02003922,2019,8673
E02003923,2019,8571
E02003924,2019,6970
E02003925,2019,7350
E02003926,2019,8459
E02003927,2019,11494
E02003928,2019,12161
E02003929,2019,6931
E02003930,2019,9630
E02003931,2019,10667
E02003932,2019,7558
E02003933,2019,7192
E02003934,2019,7252
E02003935,2019,10918
E02003936,2019,8499
E02003937,2019,5630
E02003938,2019,7116
E02003939,2019,7100
E02003940,2019,6242
E02003941,2019,8442
E02003942,2019,7998
E02003943,2019,6956
E02003944,2019,10144
E02003945,2019,6104
E02003946,2019,9622
E02003947,2019,6646
E02003948,2019,8284
E02003949,2019,6651
E02003950,2019,5603
E02003951,2019,5929
E02003952,2019,8786
E02003953,2019,11432
E02003954,2019,7403
E02003955,2019,9966
E02003956,2019,7893
E02003957,2019,11019
E02003958,2019,8416
E02003959,2019,7110
E02003960,2019,6057
E02003961,2019,9863
E02003962,2019,7313
E02003963,2019,10148
E02003964,2019,8030
E02003965,2019,11087
E02003966,2019,7006
E02003967,2019,8378
E02003968,2019,9111
E02003969,2019,6714
E02003970,2019,8119
E02003971,2019,7867
E02003972,2019,9079
E02003973,2019,8720
E02003974,2019,7805
E02003975,2019,7166
E02003976,2019,6709
E02003977,2019,6229
E02003978,2019,5556
E02003979,2019,7530
E02003980,2019,6487
E02003981,2019,6592
E02003982,2019,7629
E02003983,2019,7501
E02003984,2019,6593
E02003985,2019,6741
E02003986,2019,6191
E02003987,2019,5913
E02003988,2019,6651
E02003989,2019,7092
E02003990,2019,10382
E02003991,2019,7507
E02003992,2019,8206
E02003993,2019,8791
E02003994,2019,7236
E02003995,2019,9828
E02003996,2019,9503
E02003997,2019,9519
E02003998,2019,6817
E02003999,2019,11233
E02004000,2019,5199
E02004001,2019,5294
E02004002,2019,9961
E02004003,2019,11620
E02004004,2019,9833
E02004005,2019,7768
E02004006,2019,8689
E02004007,2019,9819
E02004008,2019,6307
E02004009,2019,6173
E02004010,2019,7515
E02004011,2019,10264
E02004012,2019,5507
E02004013,2019,9849
E02004014,2019,7638
E02004015,2019,6415
E02004016,2019,8260
E02004017,2019,8821
E02004018,2019,8447
E02004019,2019,7906
E02004020,2019,8757
E02004021,2019,5342
E02004022,2019,5505
E02004023,2019,6197
E02004024,2019,7412
E02004025,2019,8012
E02004026,2019,8135
E02004027,2019,8155
E02004028,2019,7724
E02004029,2019,6972
E02004030,2019,5920
E02004031,2019,7899
E02004032,2019,8554
E02004033,2019,9034
E02004034,2019,7317
E02004035,2019,6643
E02004036,2019,10426
E02004037,2019,8143
E02004038,2019,7871
E02004039,2019,8117
E02004040,2019,9633
E02004041,2019,7431
E02004043,2019,7411
E02004044,2019,8686
E02004045,2019,9794
E02004046,2019,6307
E02004047,2019,6292
E02004048,2019,6933
E02004049,2019,7768
E02004050,2019,7886
E02004051,2019,10145
E02004052,2019,8501
E02004053,2019,7874
E02004054,2019,9062
E02004055,2019,7185
E02004056,2019,7924
E02004057,2019,7878
E02004058,2019,7762
E02004059,2019,7160
E02004060,2019,7628
E02004061,2019,7620
E02004062,2019,7840
E02004063,2019,7955
E02004064,2019,9663
E02004065,2019,8129
E02004066,2019,11606
E02004067,2019,6550
E02004068,2019,7362
E02004069,2019,6326
E02004070,2019,6193
E02004071,2019,5029
E02004072,2019,9305
E02004073,2019,9193
E02004074,2019,6118
E02004075,2019,7215
E02004076,2019,7443
E02004077,2019,8141
E02004078,2019,7171
E02004080,2019,9762
E02004081,2019,5960
E02004082,2019,6213
E02004083,2019,8166
E02004084,2019,6182
E02004085,2019,9098
E02004086,2019,7348
E02004087,2019,7899
E02004088,2019,7793
E02004089,2019,7243
E02004090,2019,6227
E02004091,2019,9391
E02004092,2019,9927
E02004093,2019,6358
E02004094,2019,7366
E02004095,2019,10189
E02004096,2019,9657
E02004097,2019,7860
E02004098,2019,7266
E02004100,2019,7933
E02004102,2019,8458
E02004103,2019,7158
E02004104,2019,7377
E02004105,2019,9500
E02004106,2019,6747
E02004108,2019,7554
E02004109,2019,6713
E02004110,2019,7381
E02004111,2019,5715
E02004112,2019,6469
E02004113,2019,9950
E02004114,2019,7751
E02004115,2019,9238
E02004116,2019,8173
E02004117,2019,7862
E02004118,2019,7304
E02004119,2019,11995
E02004120,2019,9969
E02004121,2019,8383
E02004122,2019,7061
E02004123,2019,6892
E02004124,2019,7843
E02004125,2019,9240
E02004126,2019,7471
E02004128,2019,11465
E02004129,2019,5806
E02004130,2019,6048
E02004131,2019,5501
E02004132,2019,8760
E02004133,2019,9319
E02004134,2019,13462
E02004135,2019,8350
E02004136,2019,8907
E02004137,2019,5395
E02004138,2019,7535
E02004139,2019,7031
E02004140,2019,5238
E02004141,2019,6152
E02004142,2019,6835
E02004143,2019,6476
E02004144,2019,6936
E02004145,2019,6218
E02004146,2019,7414
E02004147,2019,7387
E02004148,2019,7514
E02004149,2019,11630
E02004150,2019,7019
E02004151,2019,9368
E02004152,2019,9585
E02004153,2019,7565
E02004154,2019,8538
E02004155,2019,7541
E02004156,2019,12088
E02004157,2019,6720
E02004158,2019,8183
E02004159,2019,12550
E02004160,2019,7275
E02004161,2019,8287
E02004162,2019,7342
E02004163,2019,7714
E02004164,2019,6845
E02004165,2019,8687
E02004166,2019,6839
E02004167,2019,7439
E02004168,2019,6309
E02004169,2019,7320
E02004170,2019,8795
E02004171,2019,8362
E02004172,2019,6370
