LSOA,IMD rank,IMD decile,IDACI rank,IDACI decile,IDAOPI rank,IDAOPI decile
E01000548,"6,791",3,"2,645",1,"1,339",1
E01000549,"16,885",6,"20,525",7,"7,504",3
E01000550,"6,026",2,"4,311",2,"1,666",1
E01000551,"3,943",2,"3,176",1,414,1
E01000552,"3,375",2,"2,508",1,714,1
E01000553,"8,467",3,"11,310",4,"4,983",2
E01000554,"13,528",5,"12,046",4,"8,249",3
E01000555,"17,999",6,"19,779",7,"8,915",3
E01000556,"7,082",3,"6,993",3,"4,302",2
E01000557,"11,719",4,"9,362",3,"6,945",3
E01000558,"9,694",3,"12,782",4,"6,448",2
E01000559,"12,685",4,"10,088",4,"4,700",2
E01000560,"15,170",5,"13,787",5,"14,644",5
E01000561,"10,941",4,"9,655",3,"6,291",2
E01000562,"23,487",8,"16,807",6,"17,135",6
E01000563,"25,021",8,"24,950",8,"17,726",6
E01000564,"16,724",6,"11,018",4,"13,340",5
E01000565,"11,437",4,"9,861",4,"5,583",2
E01000566,"19,130",6,"19,187",6,"17,387",6
E01000567,"15,988",5,"17,853",6,"7,319",3
E01000568,"19,684",6,"27,037",9,"14,959",5
E01000569,"25,177",8,"22,803",7,"13,726",5
E01000570,"11,328",4,"19,889",7,"7,452",3
E01000571,"12,576",4,"16,345",5,"10,202",4
E01000572,"21,873",7,"14,947",5,"18,230",6
E01000573,"20,580",7,"18,545",6,"12,653",4
E01000574,"23,631",8,"22,573",7,"16,680",6
E01000575,"16,668",6,"23,141",8,"11,738",4
E01000576,"17,462",6,"20,186",7,"12,606",4
E01000577,"6,835",3,"5,398",2,"2,148",1
E01000578,"8,553",3,"8,192",3,"8,254",3
E01000579,"8,541",3,"8,661",3,"6,102",2
E01000580,"14,258",5,"11,551",4,"8,964",3
E01000581,"18,404",6,"16,169",5,"10,036",4
E01000582,"19,625",6,"20,646",7,"14,769",5
E01000583,"13,321",5,"19,304",6,"7,864",3
E01000584,"19,420",6,"19,554",6,"13,215",5
E01000585,"19,713",7,"17,195",6,"8,757",3
E01000586,"13,162",5,"14,275",5,"5,264",2
E01000587,"18,908",6,"22,577",7,"7,145",3
E01000588,"10,086",4,"6,699",3,"6,975",3
E01000589,"15,004",5,"18,377",6,"9,645",3
E01000590,"15,271",5,"15,315",5,"7,336",3
E01000591,"13,852",5,"25,671",8,"6,876",3
E01000592,"13,808",5,"17,255",6,"7,598",3
E01000593,"14,685",5,"13,996",5,"6,571",3
E01000594,"16,924",6,"17,303",6,"8,937",3
E01000595,"2,994",1,"7,675",3,"3,717",2
E01000596,"2,747",1,"4,873",2,"1,891",1
E01000599,"1,969",1,"2,985",1,172,1
E01000600,"5,250",2,"13,814",5,"6,060",2
E01000601,"1,192",1,"1,302",1,"1,790",1
E01000602,"4,335",2,"5,509",2,"5,382",2
E01000603,"4,557",2,"4,026",2,"4,217",2
E01000604,"3,443",2,"4,899",2,"1,209",1
E01000605,"2,954",1,"6,658",3,"1,847",1
E01000606,"14,627",5,"17,390",6,"7,985",3
E01000607,"15,403",5,"18,801",6,"5,731",2
E01000608,"12,668",4,"15,300",5,"4,856",2
E01000609,"13,560",5,"16,943",6,"10,377",4
E01000610,"10,807",4,"15,467",5,"7,594",3
E01000611,"11,357",4,"14,708",5,"6,222",2
E01000612,"12,061",4,"13,454",5,"2,887",1
E01000613,"10,614",4,"12,803",4,"2,940",1
E01000615,"14,567",5,"16,940",6,"11,279",4
E01000616,"13,069",4,"15,359",5,"9,920",4
E01000617,"11,317",4,"14,785",5,"6,779",3
E01000618,"12,895",4,"15,954",5,"8,471",3
E01000619,"14,873",5,"9,349",3,"12,077",4
E01000620,"13,624",5,"14,669",5,"12,962",4
E01000621,"10,660",4,"14,674",5,"4,619",2
E01000622,"7,963",3,"11,904",4,"5,072",2
E01000623,"17,826",6,"21,277",7,"10,497",4
E01000624,"15,459",5,"14,559",5,"13,158",5
E01000625,"12,420",4,"12,789",4,"8,733",3
E01000626,"3,361",2,"5,188",2,"1,623",1
E01000627,"4,522",2,"6,200",2,"8,631",3
E01000628,"6,391",2,"11,134",4,"5,856",2
E01000629,"18,148",6,"18,090",6,"13,300",5
E01000630,"8,671",3,"13,378",5,"3,096",1
E01000631,"17,121",6,"19,727",7,"9,617",3
E01000632,"15,543",5,"26,128",8,"5,147",2
E01000633,"11,067",4,"17,979",6,"2,941",1
E01000634,"12,873",4,"14,864",5,"4,946",2
E01000635,"8,174",3,"9,601",3,"3,280",1
E01000636,"15,999",5,"17,598",6,"11,788",4
E01000637,"11,819",4,"12,596",4,"3,507",2
E01000638,"8,516",3,"9,602",3,"3,702",2
E01000639,"12,728",4,"8,450",3,"7,663",3
E01000640,"9,599",3,"8,651",3,"3,470",2
E01000641,"7,673",3,"8,103",3,"3,346",2
E01000642,"9,415",3,"4,286",2,"3,391",2
E01000643,"2,011",1,"4,269",2,358,1
E01000644,"10,775",4,"10,583",4,"3,369",2
E01000645,"31,081",10,"31,500",10,"32,734",10
E01000646,"26,185",8,"19,968",7,"21,323",7
E01000647,"28,453",9,"25,958",8,"19,565",6
E01000648,"28,942",9,"22,053",7,"25,673",8
E01000649,"25,707",8,"19,012",6,"23,632",8
E01000650,"22,579",7,"28,626",9,"14,460",5
E01000651,"24,779",8,"24,972",8,"17,325",6
E01000652,"29,124",9,"26,135",8,"30,264",10
E01000653,"24,777",8,"28,878",9,"26,577",9
E01000654,"27,153",9,"20,121",7,"30,694",10
E01000655,"24,376",8,"20,523",7,"31,850",10
E01000656,"28,540",9,"25,861",8,"26,769",9
E01000657,"21,964",7,"12,006",4,"18,016",6
E01000658,"28,425",9,"20,255",7,"29,360",9
E01000659,"27,441",9,"23,960",8,"26,374",9
E01000661,"5,014",2,"3,080",1,"2,885",1
E01000662,"15,994",5,"14,225",5,"11,226",4
E01000663,"16,476",6,"17,163",6,"10,233",4
E01000664,"15,225",5,"17,354",6,"14,784",5
E01000665,"23,013",8,"22,830",7,"23,019",8
E01000666,"29,934",10,"24,565",8,"32,489",10
E01000667,"28,484",9,"29,457",9,"31,928",10
E01000668,"22,745",7,"21,285",7,"11,724",4
E01000669,"26,111",8,"23,671",8,"19,315",6
E01000670,"29,576",10,"26,601",9,"30,057",10
E01000671,"23,784",8,"25,001",8,"14,219",5
E01000672,"27,582",9,"29,834",10,"20,350",7
E01000673,"26,712",9,"23,237",8,"29,266",9
E01000674,"21,905",7,"17,363",6,"7,251",3
E01000675,"24,305",8,"26,797",9,"25,851",8
E01000676,"13,716",5,"8,468",3,"13,355",5
E01000677,"20,694",7,"20,928",7,"21,082",7
E01000678,"25,871",8,"28,006",9,"23,892",8
E01000679,"25,999",8,"30,850",10,"14,816",5
E01000680,"25,580",8,"25,857",8,"29,230",9
E01000681,"32,415",10,"32,273",10,"32,313",10
E01000682,"31,181",10,"29,659",10,"30,231",10
E01000683,"21,817",7,"19,139",6,"19,351",6
E01000684,"31,879",10,"31,759",10,"30,623",10
E01000685,"21,456",7,"17,783",6,"14,605",5
E01000686,"27,949",9,"23,535",8,"18,848",6
E01000687,"28,847",9,"19,290",6,"26,809",9
E01000688,"32,463",10,"31,289",10,"30,185",10
E01000689,"12,957",4,"10,754",4,"13,931",5
E01000690,"28,098",9,"31,556",10,"21,625",7
E01000691,"20,929",7,"17,121",6,"11,922",4
E01000692,"28,643",9,"23,839",8,"22,489",7
E01000693,"22,520",7,"28,544",9,"26,948",9
E01000694,"27,349",9,"20,063",7,"31,008",10
E01000695,"27,622",9,"22,204",7,"30,952",10
E01000696,"27,929",9,"31,416",10,"31,144",10
E01000697,"31,919",10,"30,949",10,"29,005",9
E01000698,"19,941",7,"28,218",9,"29,704",10
E01000699,"14,234",5,"12,640",4,"12,085",4
E01000700,"20,231",7,"17,951",6,"13,376",5
E01000701,"21,278",7,"17,664",6,"10,751",4
E01000702,"24,366",8,"31,246",10,"14,735",5
E01000703,"23,918",8,"24,242",8,"22,046",7
E01000704,"24,111",8,"22,310",7,"19,649",6
E01000705,"17,604",6,"15,348",5,"14,581",5
E01000706,"17,373",6,"17,248",6,"11,013",4
E01000707,"32,027",10,"31,390",10,"28,499",9
E01000708,"27,232",9,"27,371",9,"21,041",7
E01000709,"17,782",6,"20,591",7,"11,566",4
E01000710,"24,099",8,"13,598",5,"22,600",7
E01000711,"22,423",7,"15,558",5,"18,155",6
E01000712,"28,325",9,"25,556",8,"26,007",8
E01000713,"26,931",9,"27,554",9,"26,346",9
E01000714,"24,549",8,"15,609",5,"24,623",8
E01000715,"28,816",9,"31,394",10,"23,097",8
E01000716,"27,657",9,"24,182",8,"20,909",7
E01000717,"26,511",9,"18,511",6,"23,373",8
E01000718,"9,395",3,"8,005",3,"7,863",3
E01000719,"10,496",4,"5,515",2,"15,410",5
E01000720,"3,404",2,"1,515",1,"6,050",2
E01000721,"3,421",2,"1,623",1,"2,273",1
E01000722,"11,642",4,"6,692",3,"15,852",5
E01000723,"20,244",7,"16,339",5,"28,609",9
E01000724,"5,486",2,"4,425",2,"5,809",2
E01000725,"9,089",3,"6,367",2,"7,853",3
E01000726,"17,771",6,"15,652",5,"20,344",7
E01000727,"19,463",6,"16,026",5,"19,683",6
E01000728,"13,215",5,"15,844",5,"14,523",5
E01000729,"3,993",2,"2,456",1,"4,885",2
E01000730,"3,782",2,"1,310",1,"3,777",2
E01000731,"8,144",3,"4,404",2,"12,587",4
E01000732,"19,583",6,"14,221",5,"19,119",6
E01000733,"14,387",5,"6,968",3,"14,262",5
E01000734,"22,209",7,"18,303",6,"21,935",7
E01000735,"8,001",3,"7,146",3,"9,385",3
E01000736,"12,857",4,"9,698",3,"15,481",5
E01000737,"7,000",3,"3,523",2,"9,460",3
E01000738,"14,203",5,"17,336",6,"12,944",4
E01000739,"3,608",2,"2,121",1,"5,157",2
E01000740,"10,368",4,"6,329",2,"3,611",2
E01000741,"10,835",4,"7,696",3,"4,019",2
E01000742,"11,887",4,"5,317",2,"6,556",2
E01000743,"5,959",2,"4,993",2,"5,209",2
E01000744,"3,807",2,"1,789",1,"1,366",1
E01000745,"14,848",5,"11,586",4,"8,209",3
E01000746,"16,568",6,"14,137",5,"9,195",3
E01000747,"14,131",5,"16,990",6,"21,185",7
E01000748,"21,419",7,"28,124",9,"27,997",9
E01000749,"22,952",7,"26,876",9,"24,453",8
E01000750,"7,689",3,"3,690",2,"14,184",5
E01000751,"28,683",9,"30,704",10,"23,750",8
E01000752,"26,565",9,"25,628",8,"24,063",8
E01000753,"29,304",9,"29,489",9,"32,629",10
E01000754,"27,768",9,"25,678",8,"25,492",8
E01000755,"30,441",10,"30,386",10,"28,844",9
E01000756,"30,572",10,"26,277",9,"32,048",10
E01000757,"31,058",10,"31,699",10,"32,762",10
E01000758,"32,014",10,"31,357",10,"31,240",10
E01000759,"27,295",9,"31,340",10,"31,472",10
E01000760,"25,692",8,"26,464",9,"29,115",9
E01000761,"27,991",9,"29,124",9,"31,429",10
E01000762,"28,376",9,"20,269",7,"29,559",9
E01000763,"30,116",10,"31,724",10,"31,613",10
E01000764,"21,942",7,"19,009",6,"18,675",6
E01000765,"28,050",9,"23,534",8,"28,212",9
E01000766,"32,211",10,"31,915",10,"31,462",10
E01000767,"30,743",10,"30,403",10,"31,022",10
E01000768,"26,148",8,"23,830",8,"25,580",8
E01000769,"11,404",4,"18,788",6,"20,515",7
E01000770,"29,445",9,"24,961",8,"30,488",10
E01000771,"30,037",10,"31,265",10,"31,707",10
E01000772,"31,454",10,"26,918",9,"25,966",8
E01000773,"28,902",9,"29,574",10,"29,424",9
E01000774,"25,304",8,"24,857",8,"20,383",7
E01000775,"27,896",9,"24,544",8,"27,167",9
E01000777,"27,406",9,"29,545",9,"24,542",8
E01000778,"20,877",7,"24,811",8,"19,885",7
E01000779,"18,817",6,"17,422",6,"18,794",6
E01000780,"12,270",4,"10,023",4,"10,806",4
E01000781,"5,113",2,"3,184",1,"6,239",2
E01000782,"2,534",1,"2,900",1,"3,525",2
E01000783,"7,328",3,"4,134",2,"8,582",3
E01000784,"24,279",8,"20,590",7,"22,986",7
E01000785,"7,238",3,"2,219",1,"8,393",3
E01000786,"25,123",8,"20,190",7,"31,844",10
E01000787,"12,471",4,"9,678",3,"16,659",6
E01000788,"12,035",4,"9,680",3,"17,122",6
E01000789,"5,332",2,"2,259",1,"6,926",3
E01000790,"20,322",7,"17,272",6,"21,728",7
E01000791,"24,944",8,"22,809",7,"26,320",9
E01000792,"15,361",5,"7,090",3,"21,547",7
E01000793,"30,674",10,"32,310",10,"31,195",10
E01000794,"31,758",10,"31,893",10,"31,105",10
E01000795,"19,648",6,"12,075",4,"19,461",6
E01000796,"7,964",3,"4,841",2,"1,182",1
E01000797,"20,518",7,"28,601",9,"20,232",7
E01000798,"3,678",2,744,1,"3,053",1
E01000799,"14,874",5,"16,295",5,"11,455",4
E01000800,"8,996",3,"6,497",2,"5,232",2
E01000801,"15,958",5,"12,225",4,"17,980",6
E01000802,"14,577",5,"11,633",4,"8,447",3
E01000803,"16,781",6,"14,583",5,"13,121",4
E01000804,"26,655",9,"28,409",9,"21,118",7
E01000805,"12,954",4,"13,014",4,"9,298",3
E01000806,"10,370",4,"6,011",2,"3,999",2
E01000807,"29,408",9,"24,574",8,"32,625",10
E01000808,"28,321",9,"25,101",8,"29,094",9
E01000809,"31,318",10,"30,988",10,"31,287",10
E01000810,"32,559",10,"32,446",10,"31,820",10
E01000811,"30,389",10,"31,263",10,"27,489",9
E01000812,"24,258",8,"22,281",7,"16,842",6
E01000813,"32,063",10,"28,579",9,"31,627",10
E01000814,"31,234",10,"30,699",10,"32,741",10
E01000815,"32,451",10,"31,825",10,"32,750",10
E01000816,"19,874",7,"14,384",5,"26,109",8
E01000818,"20,548",7,"22,683",7,"24,127",8
E01000819,"9,866",4,"6,745",3,"4,288",2
E01000820,"13,461",5,"14,523",5,"13,573",5
E01000822,"20,757",7,"15,509",5,"12,054",4
E01000823,"22,675",7,"24,368",8,"25,540",8
E01000824,"18,531",6,"17,982",6,"8,911",3
E01000825,"16,991",6,"16,318",5,"17,259",6
E01000826,"31,197",10,"31,129",10,"32,533",10
E01000827,"30,326",10,"21,090",7,"29,290",9
E01000828,"24,387",8,"26,184",8,"16,242",5
E01000829,"29,353",9,"25,853",8,"22,305",7
E01000830,"31,714",10,"32,145",10,"32,746",10
E01000831,"26,887",9,"24,808",8,"18,574",6
E01000832,"29,475",9,"31,551",10,"23,242",8
E01000833,"32,354",10,"31,555",10,"31,214",10
E01000834,"30,642",10,"28,611",9,"30,627",10
E01000835,"27,931",9,"20,225",7,"21,241",7
E01000836,"29,957",10,"30,210",10,"30,568",10
E01000837,"24,247",8,"25,963",8,"20,521",7
E01000838,"30,500",10,"31,515",10,"32,372",10
E01000839,"31,198",10,"31,781",10,"32,639",10
E01000840,"24,041",8,"28,166",9,"22,993",8
E01000841,"30,964",10,"29,881",10,"29,400",9
E01000842,"26,391",9,"30,413",10,"18,539",6
E01000843,"20,412",7,"10,089",4,"15,385",5
E01000844,"24,762",8,"31,771",10,"15,483",5
E01000845,"22,982",7,"18,142",6,"16,267",5
E01000846,"12,675",4,"11,050",4,"7,330",3
E01000847,"16,872",6,"10,389",4,"10,183",4
E01000848,"29,434",9,"31,618",10,"15,150",5
E01000849,"27,430",9,"26,925",9,"18,807",6
E01000850,"19,686",6,"10,272",4,"14,448",5
E01000851,"18,953",6,"26,116",8,"15,000",5
E01000852,"19,304",6,"7,594",3,"9,296",3
E01000853,"7,640",3,"10,811",4,"4,545",2
E01000854,"18,104",6,"14,879",5,"2,687",1
E01000855,"19,276",6,"11,497",4,"22,928",7
E01000856,"7,345",3,"5,204",2,"3,528",2
E01000857,"19,069",6,"17,566",6,"7,905",3
E01000858,"4,987",2,"1,803",1,"1,869",1
E01000859,"28,039",9,"29,733",10,"20,230",7
E01000860,"16,393",5,"25,376",8,"3,056",1
E01000861,"6,470",2,"6,971",3,"6,903",3
E01000862,"23,485",8,"27,350",9,"23,905",8
E01000863,"6,114",2,"10,680",4,"3,417",2
E01000864,"16,182",5,"12,164",4,"11,262",4
E01000865,"20,799",7,"21,088",7,"12,337",4
E01000866,"12,432",4,"10,315",4,"6,470",2
E01000867,"8,822",3,"3,277",1,"1,672",1
E01000868,"4,488",2,"7,487",3,"2,027",1
E01000869,"12,664",4,"5,789",2,"8,066",3
E01000870,"9,686",3,"9,649",3,"3,932",2
E01000871,"19,707",7,"16,683",6,"14,398",5
E01000872,"11,176",4,"4,650",2,"8,324",3
E01000873,"26,279",9,"22,863",7,"15,685",5
E01000874,"30,591",10,"31,391",10,"21,984",7
E01000875,"12,887",4,"6,531",2,"8,134",3
E01000876,"8,051",3,"5,057",2,"1,336",1
E01000877,"23,154",8,"27,661",9,"9,539",3
E01000878,"29,860",10,"19,382",6,"21,174",7
E01000879,"29,597",10,"31,620",10,"22,868",7
E01000880,"29,333",9,"32,085",10,"20,608",7
E01000881,"20,586",7,"23,074",8,"9,680",3
E01000882,"31,192",10,"32,451",10,"27,194",9
E01000883,"25,075",8,"25,919",8,"14,003",5
E01000884,"30,248",10,"31,228",10,"30,355",10
E01000885,"28,290",9,"31,264",10,"23,601",8
E01000886,"25,622",8,"21,136",7,"19,071",6
E01000887,"20,985",7,"15,116",5,"15,285",5
E01000888,"19,356",6,"21,821",7,"16,534",6
E01000889,"7,620",3,"3,728",2,"4,861",2
E01000890,"4,006",2,"5,852",2,919,1
E01000891,"4,795",2,"2,626",1,"1,737",1
E01000892,"18,135",6,"8,376",3,"11,767",4
E01000893,"30,202",10,"29,972",10,"28,386",9
E01000894,"28,780",9,"30,620",10,"29,535",9
E01000895,"26,602",9,"22,258",7,"10,127",4
E01000896,"29,763",10,"32,281",10,"30,598",10
E01000897,"30,122",10,"30,586",10,"29,493",9
E01000898,"22,390",7,"18,432",6,"5,603",2
E01000899,"29,501",9,"32,557",10,"31,749",10
E01000900,"10,171",4,"10,091",4,"5,901",2
E01000901,"7,868",3,"2,172",1,"5,303",2
E01000902,"5,453",2,"2,576",1,"2,972",1
E01000903,"15,302",5,"10,668",4,"4,912",2
E01000904,"11,021",4,"4,754",2,"3,227",1
E01000905,"4,848",2,"2,787",1,"1,175",1
E01000906,"23,987",8,"24,085",8,"13,982",5
E01000907,"6,341",2,"8,030",3,"3,754",2
E01000908,"9,462",3,"11,335",4,"6,136",2
E01000909,"22,437",7,"18,495",6,"24,894",8
E01000910,"24,847",8,"27,083",9,"26,101",8
E01000911,"17,027",6,"9,329",3,"13,468",5
E01000912,"12,523",4,"7,975",3,"5,990",2
E01000913,"25,415",8,"32,243",10,"32,155",10
E01000914,"20,943",7,"19,826",7,"16,017",5
E01000915,"12,012",4,"4,361",2,"6,628",3
E01000916,"14,830",5,"8,752",3,"5,473",2
E01000917,"5,902",2,"3,275",1,"3,049",1
E01000918,"13,788",5,"9,196",3,"6,783",3
E01000919,"12,962",4,"10,230",4,"5,388",2
E01000920,"18,902",6,"21,081",7,"4,298",2
E01000921,"18,723",6,"17,346",6,"8,990",3
E01000922,"12,979",4,"6,820",3,"4,110",2
E01000923,"14,943",5,"20,923",7,"8,223",3
E01000924,"20,738",7,"18,389",6,"8,678",3
E01000925,"8,318",3,"4,017",2,"2,548",1
E01000926,"16,623",6,"5,011",2,"4,104",2
E01000927,"18,974",6,"16,434",6,"13,117",4
E01000928,"14,085",5,"9,046",3,"8,751",3
E01000929,"10,528",4,"8,959",3,"3,455",2
E01000930,"7,671",3,"3,576",2,"1,574",1
E01000931,"6,050",2,"2,018",1,"2,640",1
E01000932,"14,310",5,"9,042",3,"1,851",1
E01000933,"10,342",4,"8,903",3,"5,540",2
E01000934,"5,734",2,"4,512",2,"2,642",1
E01000935,"6,954",3,"2,302",1,"2,254",1
E01000936,"13,208",5,"13,792",5,"3,696",2
E01000937,"19,616",6,"16,407",5,"10,212",4
E01000938,"6,387",2,"11,685",4,"1,103",1
E01000939,"4,547",2,"4,998",2,"1,183",1
E01000940,"14,633",5,"7,995",3,"6,171",2
E01000941,"4,860",2,"5,293",2,"1,139",1
E01000942,"18,602",6,"6,084",2,"14,955",5
E01000943,"14,517",5,"12,455",4,"16,371",5
E01000944,"12,258",4,"6,311",2,"1,760",1
E01000945,"8,263",3,"9,529",3,354,1
E01000946,"19,148",6,"8,066",3,"9,413",3
E01000947,"10,959",4,"6,792",3,"2,294",1
E01000948,"8,522",3,"10,547",4,"8,133",3
E01000949,"14,696",5,"8,985",3,"7,630",3
E01000950,"4,347",2,"3,169",1,282,1
E01000951,"6,164",2,"2,167",1,"1,547",1
E01000952,"6,511",2,"4,636",2,"1,504",1
E01000953,"5,146",2,"2,524",1,856,1
E01000954,"5,931",2,"4,554",2,"4,623",2
E01000955,"6,579",3,"7,424",3,"5,054",2
E01000956,"6,420",2,"3,332",2,"2,335",1
E01000957,"9,984",4,"3,913",2,"5,058",2
E01000958,"11,047",4,"1,852",1,612,1
E01000959,"4,567",2,"3,493",2,"2,432",1
E01000960,"17,492",6,"9,815",3,"11,130",4
E01000961,"12,315",4,"9,161",3,"7,550",3
E01000962,"29,401",9,"28,513",9,"20,459",7
E01000963,"26,116",8,"23,007",8,"13,710",5
E01000964,"16,265",5,"9,027",3,"7,668",3
E01000965,"16,618",6,"8,497",3,"8,909",3
E01000966,"28,370",9,"24,419",8,"21,955",7
E01000967,"25,349",8,"24,262",8,"23,324",8
E01000968,"19,671",6,"16,660",6,"6,844",3
E01000969,"29,120",9,"23,459",8,"17,449",6
E01000970,"24,158",8,"14,878",5,"13,740",5
E01000971,"27,230",9,"28,847",9,"19,074",6
E01000972,"9,542",3,"5,608",2,"4,259",2
E01000973,"13,867",5,"7,329",3,"5,197",2
E01000974,"10,710",4,"7,907",3,"1,386",1
E01000975,"16,380",5,"14,316",5,"10,370",4
E01000976,"10,317",4,"13,146",5,"3,910",2
E01000977,"8,864",3,"6,480",2,"5,040",2
E01000978,"13,895",5,"21,948",7,"8,971",3
E01000979,"16,495",6,"15,718",5,"16,953",6
E01000980,"9,879",4,"5,727",2,"9,692",3
E01000981,"19,959",7,"16,967",6,"13,289",5
E01000982,"15,540",5,"8,372",3,"12,681",4
E01000983,"20,498",7,"19,121",6,"20,215",7
E01000984,"7,716",3,"6,270",2,"4,765",2
E01000985,"26,136",8,"24,125",8,"28,657",9
E01000986,"21,003",7,"16,488",6,"24,215",8
E01000987,"25,290",8,"22,520",7,"23,030",8
E01000989,"21,663",7,"16,768",6,"23,910",8
E01000990,"4,189",2,"3,575",2,"4,458",2
E01000991,"25,997",8,"22,587",7,"26,519",9
E01000992,"7,019",3,"11,878",4,"6,371",2
E01000993,"21,934",7,"18,919",6,"24,678",8
E01000994,"14,569",5,"16,229",5,"8,975",3
E01000995,"13,889",5,"15,517",5,"14,334",5
E01000996,"14,397",5,"10,710",4,"15,019",5
E01000997,"12,509",4,"8,915",3,"9,664",3
E01000998,"6,849",3,"14,018",5,"6,812",3
E01000999,"12,197",4,"15,395",5,"9,630",3
E01001000,"8,917",3,"15,590",5,"11,730",4
E01001001,"5,065",2,"4,581",2,"6,933",3
E01001002,"12,648",4,"15,634",5,"7,584",3
E01001003,"10,779",4,"8,419",3,"9,037",3
E01001004,"9,626",3,"6,920",3,"4,678",2
E01001005,"11,930",4,"18,259",6,"5,098",2
E01001006,"7,710",3,"8,846",3,"6,343",2
E01001007,"15,344",5,"11,391",4,"10,165",4
E01001008,"7,840",3,"8,618",3,"6,198",2
E01001009,"11,542",4,"10,532",4,"6,201",2
E01001010,"3,792",2,"4,180",2,"2,879",1
E01001011,"7,617",3,"9,125",3,"3,051",1
E01001012,"5,032",2,"8,014",3,"2,537",1
E01001013,"2,836",1,"3,585",2,572,1
E01001014,"7,895",3,"11,447",4,"5,192",2
E01001015,"11,187",4,"4,750",2,"17,573",6
E01001016,"19,580",6,"20,685",7,"25,350",8
E01001017,"27,025",9,"29,846",10,"29,832",10
E01001018,"28,945",9,"29,278",9,"27,567",9
E01001019,"30,069",10,"26,607",9,"25,873",8
E01001020,"26,497",9,"30,132",10,"21,464",7
E01001021,"5,720",2,"3,566",2,"7,566",3
E01001022,"25,335",8,"22,649",7,"27,216",9
E01001023,"11,765",4,"11,915",4,"12,498",4
E01001024,"25,960",8,"24,332",8,"24,263",8
E01001025,"29,173",9,"25,807",8,"31,179",10
E01001026,"21,373",7,"11,750",4,"23,016",8
E01001027,"23,880",8,"24,001",8,"24,711",8
E01001028,"29,249",9,"30,765",10,"27,288",9
E01001029,"18,934",6,"20,157",7,"22,285",7
E01001030,"27,962",9,"28,306",9,"28,687",9
E01001031,"28,476",9,"31,291",10,"31,351",10
E01001032,"31,701",10,"30,931",10,"32,310",10
E01001033,"19,477",6,"23,174",8,"15,227",5
E01001034,"19,092",6,"17,927",6,"23,140",8
E01001035,"15,799",5,"15,485",5,"17,751",6
E01001036,"22,193",7,"31,178",10,"24,796",8
E01001037,"14,015",5,"11,974",4,"10,378",4
E01001038,"15,646",5,"16,536",6,"13,900",5
E01001039,"26,259",8,"30,825",10,"30,697",10
E01001040,"18,763",6,"15,295",5,"15,035",5
E01001041,"13,451",5,"14,959",5,"12,068",4
E01001042,"5,333",2,"5,208",2,"6,784",3
E01001043,"7,324",3,"7,211",3,"3,884",2
E01001044,"24,251",8,"23,098",8,"22,237",7
E01001045,"5,615",2,"6,706",3,"6,502",2
E01001046,"24,801",8,"28,219",9,"19,662",6
E01001047,"12,736",4,"16,654",6,"5,833",2
E01001048,"8,534",3,"10,706",4,"8,032",3
E01001049,"21,805",7,"26,782",9,"29,818",10
E01001050,"12,739",4,"19,448",6,"5,742",2
E01001051,"4,553",2,"5,674",2,"1,387",1
E01001052,"3,683",2,"1,744",1,"5,807",2
E01001053,"6,916",3,"6,049",2,"7,890",3
E01001054,"5,919",2,"2,874",1,"5,779",2
E01001055,"4,623",2,"4,930",2,"3,126",1
E01001056,"4,911",2,"3,141",1,"5,228",2
E01001057,"4,109",2,"2,795",1,"3,297",2
E01001058,"22,615",7,"24,924",8,"26,818",9
E01001059,"18,690",6,"12,389",4,"22,975",7
E01001060,"13,900",5,"8,731",3,"19,804",7
E01001061,"11,605",4,"6,886",3,"14,615",5
E01001062,"24,671",8,"16,154",5,"25,894",8
E01001063,"28,486",9,"20,595",7,"25,714",8
E01001064,"21,223",7,"24,004",8,"25,830",8
E01001065,"18,054",6,"13,927",5,"22,069",7
E01001066,"4,602",2,"2,078",1,"2,962",1
E01001067,"28,333",9,"31,888",10,"32,257",10
E01001068,"16,728",6,"13,735",5,"22,295",7
E01001069,"24,807",8,"30,788",10,"25,654",8
E01001070,"19,494",6,"13,825",5,"20,725",7
E01001071,"21,108",7,"18,588",6,"22,009",7
E01001072,"26,813",9,"24,315",8,"27,927",9
E01001073,"17,617",6,"19,174",6,"20,451",7
E01001074,"15,845",5,"12,237",4,"12,454",4
E01001075,"22,665",7,"23,382",8,"16,790",6
E01001076,"5,461",2,"5,232",2,"7,181",3
E01001077,"15,639",5,"16,147",5,"19,620",6
E01001078,"5,536",2,"2,693",1,"10,000",4
E01001079,"6,279",2,"2,966",1,"6,594",3
E01001080,"2,247",1,"3,803",2,"4,482",2
E01001081,"6,015",2,"4,500",2,"5,030",2
E01001082,"6,659",3,"5,839",2,"9,836",3
E01001083,"20,660",7,"17,063",6,"16,192",5
E01001084,"19,960",7,"24,569",8,"18,002",6
E01001085,"15,555",5,"15,738",5,"8,349",3
