pcds,term,usertype,oa21,lsoa11,lsoa21,lsoa21_onsname,lsoa21_name,imd_decile,msoa21,msoa21_onsname,msoa21_name,ward,ward_name,pcon,pcon_name
CV4 8ES,0,0,E00048994,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8ET,0,0,E00048985,E01032531,E01034747,Coventry 036H,Canley West,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8EU,0,0,E00048991,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8EW,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8EX,0,0,E00048987,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8EY,0,0,E00048987,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8EZ,0,0,E00048987,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FA,0,0,E00048963,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FB,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FD,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FE,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FF,0,0,E00048994,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FG,0,0,E00048999,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FH,0,0,E00048994,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FJ,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FL,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FN,0,0,E00048997,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8FP,0,0,E00048997,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8FQ,0,0,E00048997,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8FR,0,0,E00048991,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FS,0,0,E00048991,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FT,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FU,0,0,E00185050,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8FW,0,0,E00185050,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8FX,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FY,0,0,E00048991,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8FZ,0,0,E00048991,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GA,0,0,E00185050,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8GB,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GD,0,0,E00049002,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001231,Wainbody,E14001182,Coventry South
CV4 8GE,0,0,E00048956,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8GF,0,0,E00048956,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8GG,0,0,E00048988,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8GH,0,0,E00048988,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8GJ,0,0,E00048988,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8GL,0,0,E00172150,E01009671,E01009671,Coventry 042C,Kenilworth Rd & Gibbet Hill - Central Campus ,8,E02001999,Coventry 042,Cannon Park & University,E05001231,Wainbody,E14001182,Coventry South
CV4 8GN,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GP,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GQ,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GR,0,0,E00172149,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GS,0,0,E00172147,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GT,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GU,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GW,0,0,E00172149,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GX,0,0,E00172148,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GY,0,0,E00172147,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8GZ,0,0,E00172149,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HA,0,0,E00048987,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HB,0,0,E00048987,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HD,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HE,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HF,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HG,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HH,0,0,E00048988,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8HJ,0,0,E00172148,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HL,0,0,E00172149,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HN,0,0,E00172147,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HP,0,0,E00172149,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HQ,0,1,E00185076,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HR,0,0,E00172148,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HS,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HT,0,0,E00048985,E01032531,E01034747,Coventry 036H,Canley West,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HU,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HW,0,0,E00172148,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HX,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HY,0,0,E00172148,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8HZ,1,1,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JA,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JB,0,0,E00049001,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JD,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JE,0,0,E00049001,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JF,0,0,E00185097,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JG,0,0,E00048963,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JH,0,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JJ,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JL,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JN,0,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV4 8JP,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JQ,0,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JR,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JS,1,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JT,1,1,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JU,1,1,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JW,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JX,0,0,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8JY,1,1,E00172150,E01009671,E01009671,Coventry 042C,Kenilworth Rd & Gibbet Hill - Central Campus ,8,E02001999,Coventry 042,Cannon Park & University,E05001231,Wainbody,E14001182,Coventry South
CV4 8JZ,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LA,1,1,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LB,1,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LD,1,1,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LE,1,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LF,0,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV4 8LG,0,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LH,0,0,E00185076,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LJ,0,0,E00185076,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LL,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LN,0,0,E00185077,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LP,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LQ,1,1,E00172168,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LR,0,0,E00185077,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LS,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LT,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8LU,0,0,E00185077,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LW,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8LX,0,0,E00185076,E01032532,E01032532,Coventry 036F,Tile Hill - Cromwell Lane Station Road,8,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8LY,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8LZ,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8NA,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8NB,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8ND,0,0,E00185069,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8NE,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8NF,0,0,E00048988,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8NG,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8NH,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8NJ,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8NL,0,0,E00185115,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8NN,0,0,E00048988,E01033058,E01033058,Coventry 042F,"Canley Cemetery, Bransford Avenue & Sir Henry Parkes Road",6,E02001999,Coventry 042,Cannon Park & University,E05001232,Westwood,E14001182,Coventry South
CV4 8NP,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8NQ,0,0,E00185050,E01009683,E01009683,Coventry 032D,Earlplace Business Park - Middlecotes,4,E02001989,Coventry 032,Earl Place & Lime Tree Park,E05001232,Westwood,E14001182,Coventry South
CV4 8NR,0,0,E00048995,E01009679,E01009679,Coventry 036C,Canley - Torrington Prior Deram Walk,2,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8PA,0,0,E00048989,E01032531,E01034747,Coventry 036H,Canley West,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8PB,0,0,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8PD,0,0,E00165743,E01032531,E01034747,Coventry 036H,Canley West,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8TA,1,1,E00048993,E01032531,E01034748,Coventry 036I,Canley East,1,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8TT,1,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8UW,0,1,E00172150,E01009671,E01009671,Coventry 042C,Kenilworth Rd & Gibbet Hill - Central Campus ,8,E02001999,Coventry 042,Cannon Park & University,E05001231,Wainbody,E14001182,Coventry South
CV4 8WA,1,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8WE,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8WP,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8WW,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8WY,1,1,E00048438,E01009567,E01009567,Coventry 009C,Edgwick - Canal Road,1,E02001966,Coventry 009,Foleshill West,E05001222,Foleshill,E14001180,Coventry East
CV4 8XQ,1,1,E00172169,E01032533,E01032533,Coventry 036G,Westwood Heath,9,E02001993,Coventry 036,Canley & Westwood Heath,E05001232,Westwood,E14001182,Coventry South
CV4 8XW,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YA,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV4 8YB,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YD,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YE,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV4 8YF,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YG,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YH,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YJ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YP,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YQ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YR,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV4 8YS,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
